year,county,office,district,candidate,party,votes
1980,BLACK HAWK,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,5.000000
1980,BLACK HAWK,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,27443.000000
1980,BLACK HAWK,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,535.000000
1980,BLACK HAWK,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,121.000000
1980,BLACK HAWK,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,27.000000
1980,BLACK HAWK,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,16.000000
1980,BLACK HAWK,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,22.000000
1980,BLACK HAWK,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,44.000000
1980,BLACK HAWK,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,29627.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,1081.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,1.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,5126.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,120.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,16.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,3.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,1.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,3.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,2.000000
1980,BOONE,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,5732.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,970.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,0.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,3527.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,97.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,13.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,0.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,0.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,4.000000
1980,BREMER,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,6706.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,689.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,0.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,3605.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,76.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,6.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,0.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,0.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,0.000000
1980,BUCHANAN,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,5041.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,771.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,0.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,3468.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,144.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,8.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,0.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,4.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,1.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,6.000000
1980,BUENA VISTA,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,5272.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,392.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,1.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,1990.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,56.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,5.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,3.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,0.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,0.000000
1980,BUTLER,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,4730.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,407.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,0.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,2150.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,122.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,4.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,6.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,2.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,4.000000
1980,CALHOUN,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,3633.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,736.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,1.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,3885.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,84.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,7.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,0.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,2.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,2.000000
1980,CARROLL,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,5017.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,475.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,1.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,2176.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,70.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,3.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,0.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,1.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,2.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,2.000000
1980,CASS,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,5391.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,697.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,0.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,2589.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,83.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,18.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,1.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,1.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,2.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,6.000000
1980,CEDAR,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,4398.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,2024.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,2.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,9363.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,185.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,31.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,1.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,5.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,4.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,8.000000
1980,CERRO GORDO,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,11189.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,599.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,1.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,2719.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,81.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,2.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,1.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,1.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,3.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,2.000000
1980,CHEROKEE,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,4087.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,500.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,0.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,2935.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,60.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,2.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,1.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,2.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,2.000000
1980,CHICKASAW,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,3929.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,310.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,0.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,1614.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,59.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,1.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,0.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,0.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,2.000000
1980,CLARKE,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,2417.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,991.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,0.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,3179.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,101.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,7.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,1.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,2.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,4.000000
1980,CLAY,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,4479.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,669.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,1.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,3297.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,106.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,9.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,2.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,2.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,1.000000
1980,CLAYTON,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,5115.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,2140.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,2.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,9698.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,260.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,35.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,2.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,7.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,29.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,8.000000
1980,CLINTON,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,13025.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,509.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,1.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,2500.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,97.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,10.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,1.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,0.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,0.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,1.000000
1980,CRAWFORD,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,4883.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,1200.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,1.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,5310.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,128.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,COMMONER HARRIS,CITIZENS,16.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,DE BERRY ZIMMERMAN,SOCIALIST WORKERS,1.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,GREAVES VARNUM,AMERICAN,2.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,1.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,MCREYNOLDS DRUFENBROCK,SOCIALIST,3.000000
1980,DALLAS,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,6296.000000
1980,DAVIS,PRESIDENT VICE PRESIDENT,,ANDERSON LUCEY,NOMINATED BY PETITION,200.000000
1980,DAVIS,PRESIDENT VICE PRESIDENT,,BUBAR DODGE,STATESMAN,0.000000
1980,DAVIS,PRESIDENT VICE PRESIDENT,,CARTER MONDALE,DEMOCRATIC,1689.000000
1980,DAVIS,PRESIDENT VICE PRESIDENT,,CLARK KOCH,LIBERTARIAN,32.000000
