year,county,office,district,candidate,party,votes
2002,ADAIR,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,1342.000000
2002,ADAIR,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,1695.000000
2002,ADAIR,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,69.000000
2002,ADAIR,TREASURER OF STATE,,WRITE IN VOTES,,0.000000
2002,ADAIR,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,1450.000000
2002,ADAIR,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,25.000000
2002,ADAIR,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,50.000000
2002,ADAIR,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,1753.000000
2002,ADAIR,U S SENATE,,WRITE IN VOTES,,1.000000
2002,ADAMS,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,539.000000
2002,ADAMS,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,17.000000
2002,ADAMS,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,1143.000000
2002,ADAMS,ATTORNEY GENERAL,,WRITE IN VOTES,,0.000000
2002,ADAMS,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,98.000000
2002,ADAMS,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,830.000000
2002,ADAMS,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,669.000000
2002,ADAMS,AUDITOR OF STATE,,WRITE IN VOTES,,0.000000
2002,ADAMS,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,15.000000
2002,ADAMS,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,829.000000
2002,ADAMS,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,28.000000
2002,ADAMS,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,867.000000
2002,ADAMS,GOVERNOR,,WRITE IN VOTES,,1.000000
2002,ADAMS,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,32.000000
2002,ADAMS,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,14.000000
2002,ADAMS,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,822.000000
2002,ADAMS,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,799.000000
2002,ADAMS,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,17.000000
2002,ADAMS,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,0.000000
2002,ADAMS,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,833.000000
2002,ADAMS,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,22.000000
2002,ADAMS,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,736.000000
2002,ADAMS,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,49.000000
2002,ADAMS,SECRETARY OF STATE,,WRITE IN VOTES,,0.000000
2002,ADAMS,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,672.000000
2002,ADAMS,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,945.000000
2002,ADAMS,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,28.000000
2002,ADAMS,TREASURER OF STATE,,WRITE IN VOTES,,0.000000
2002,ADAMS,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,764.000000
2002,ADAMS,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,15.000000
2002,ADAMS,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,18.000000
2002,ADAMS,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,937.000000
2002,ADAMS,U S SENATE,,WRITE IN VOTES,,0.000000
2002,ALLAMAKEE,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,1802.000000
2002,ALLAMAKEE,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,111.000000
2002,ALLAMAKEE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,2845.000000
2002,ALLAMAKEE,ATTORNEY GENERAL,,WRITE IN VOTES,,0.000000
2002,ALLAMAKEE,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,314.000000
2002,ALLAMAKEE,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,2344.000000
2002,ALLAMAKEE,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,1923.000000
2002,ALLAMAKEE,AUDITOR OF STATE,,WRITE IN VOTES,,1.000000
2002,ALLAMAKEE,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,75.000000
2002,ALLAMAKEE,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,2520.000000
2002,ALLAMAKEE,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,119.000000
2002,ALLAMAKEE,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,2228.000000
2002,ALLAMAKEE,GOVERNOR,,WRITE IN VOTES,,6.000000
2002,ALLAMAKEE,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,143.000000
2002,ALLAMAKEE,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,58.000000
2002,ALLAMAKEE,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,2268.000000
2002,ALLAMAKEE,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,2166.000000
2002,ALLAMAKEE,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,93.000000
2002,ALLAMAKEE,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,1.000000
2002,ALLAMAKEE,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,2336.000000
2002,ALLAMAKEE,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,101.000000
2002,ALLAMAKEE,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,2180.000000
2002,ALLAMAKEE,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,129.000000
2002,ALLAMAKEE,SECRETARY OF STATE,,WRITE IN VOTES,,1.000000
2002,ALLAMAKEE,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,2193.000000
2002,ALLAMAKEE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,2307.000000
2002,ALLAMAKEE,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,144.000000
2002,ALLAMAKEE,TREASURER OF STATE,,WRITE IN VOTES,,1.000000
2002,ALLAMAKEE,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,2334.000000
2002,ALLAMAKEE,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,40.000000
2002,ALLAMAKEE,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,83.000000
2002,ALLAMAKEE,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,2463.000000
2002,ALLAMAKEE,U S SENATE,,WRITE IN VOTES,,2.000000
2002,APPANOOSE,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,1603.000000
2002,APPANOOSE,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,53.000000
2002,APPANOOSE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,3026.000000
2002,APPANOOSE,ATTORNEY GENERAL,,WRITE IN VOTES,,0.000000
2002,APPANOOSE,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,172.000000
2002,APPANOOSE,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,2200.000000
2002,APPANOOSE,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,1988.000000
2002,APPANOOSE,AUDITOR OF STATE,,WRITE IN VOTES,,3.000000
2002,APPANOOSE,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,38.000000
2002,APPANOOSE,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,2211.000000
2002,APPANOOSE,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,57.000000
2002,APPANOOSE,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,2490.000000
2002,APPANOOSE,GOVERNOR,,WRITE IN VOTES,,4.000000
2002,APPANOOSE,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,36.000000
2002,APPANOOSE,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,28.000000
2002,APPANOOSE,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,1861.000000
2002,APPANOOSE,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,2776.000000
2002,APPANOOSE,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,35.000000
2002,APPANOOSE,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,0.000000
2002,APPANOOSE,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,2513.000000
2002,APPANOOSE,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,44.000000
2002,APPANOOSE,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,1896.000000
2002,APPANOOSE,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,76.000000
2002,APPANOOSE,SECRETARY OF STATE,,WRITE IN VOTES,,0.000000
2002,APPANOOSE,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,1948.000000
2002,APPANOOSE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,2482.000000
2002,APPANOOSE,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,58.000000
2002,APPANOOSE,TREASURER OF STATE,,WRITE IN VOTES,,0.000000
2002,APPANOOSE,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,2127.000000
2002,APPANOOSE,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,36.000000
2002,APPANOOSE,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,40.000000
2002,APPANOOSE,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,2618.000000
2002,APPANOOSE,U S SENATE,,WRITE IN VOTES,,0.000000
2002,AUDUBON,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,818.000000
2002,AUDUBON,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,24.000000
2002,AUDUBON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,1629.000000
2002,AUDUBON,ATTORNEY GENERAL,,WRITE IN VOTES,,2.000000
2002,AUDUBON,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,116.000000
2002,AUDUBON,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,1174.000000
2002,AUDUBON,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,1000.000000
2002,AUDUBON,AUDITOR OF STATE,,WRITE IN VOTES,,0.000000
2002,AUDUBON,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,34.000000
2002,AUDUBON,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,1183.000000
2002,AUDUBON,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,27.000000
2002,AUDUBON,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,1310.000000
2002,AUDUBON,GOVERNOR,,WRITE IN VOTES,,0.000000
2002,AUDUBON,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,50.000000
2002,AUDUBON,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,17.000000
2002,AUDUBON,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,1099.000000
2002,AUDUBON,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,1261.000000
2002,AUDUBON,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,24.000000
2002,AUDUBON,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,0.000000
2002,AUDUBON,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,1332.000000
2002,AUDUBON,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,22.000000
2002,AUDUBON,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,993.000000
2002,AUDUBON,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,60.000000
2002,AUDUBON,SECRETARY OF STATE,,WRITE IN VOTES,,0.000000
2002,AUDUBON,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,1023.000000
2002,AUDUBON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,1351.000000
2002,AUDUBON,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,26.000000
2002,AUDUBON,TREASURER OF STATE,,WRITE IN VOTES,,0.000000
2002,AUDUBON,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,1130.000000
2002,AUDUBON,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,18.000000
2002,AUDUBON,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,17.000000
2002,AUDUBON,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,1363.000000
2002,AUDUBON,U S SENATE,,WRITE IN VOTES,,0.000000
2002,BENTON,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,3079.000000
2002,BENTON,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,146.000000
2002,BENTON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,5741.000000
2002,BENTON,ATTORNEY GENERAL,,WRITE IN VOTES,,1.000000
2002,BENTON,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,405.000000
2002,BENTON,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,4297.000000
2002,BENTON,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,3897.000000
2002,BENTON,AUDITOR OF STATE,,WRITE IN VOTES,,2.000000
2002,BENTON,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,153.000000
2002,BENTON,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,4137.000000
2002,BENTON,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,122.000000
2002,BENTON,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,4758.000000
2002,BENTON,GOVERNOR,,WRITE IN VOTES,,3.000000
2002,BENTON,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,121.000000
2002,BENTON,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,105.000000
2002,BENTON,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,4062.000000
2002,BENTON,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,4432.000000
2002,BENTON,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,122.000000
2002,BENTON,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,5.000000
2002,BENTON,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,5088.000000
2002,BENTON,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,112.000000
2002,BENTON,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,3539.000000
2002,BENTON,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,176.000000
2002,BENTON,SECRETARY OF STATE,,WRITE IN VOTES,,3.000000
2002,BENTON,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,3757.000000
2002,BENTON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,4835.000000
2002,BENTON,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,158.000000
2002,BENTON,TREASURER OF STATE,,WRITE IN VOTES,,1.000000
2002,BENTON,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,4031.000000
2002,BENTON,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,77.000000
2002,BENTON,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,99.000000
2002,BENTON,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,4901.000000
2002,BENTON,U S SENATE,,WRITE IN VOTES,,8.000000
2002,BLACK HAWK,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,13093.000000
2002,BLACK HAWK,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,564.000000
2002,BLACK HAWK,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,27100.000000
2002,BLACK HAWK,ATTORNEY GENERAL,,WRITE IN VOTES,,23.000000
2002,BLACK HAWK,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,1903.000000
2002,BLACK HAWK,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,17395.000000
2002,BLACK HAWK,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,20089.000000
2002,BLACK HAWK,AUDITOR OF STATE,,WRITE IN VOTES,,19.000000
2002,BLACK HAWK,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,480.000000
2002,BLACK HAWK,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,17038.000000
2002,BLACK HAWK,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,634.000000
2002,BLACK HAWK,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,23501.000000
2002,BLACK HAWK,GOVERNOR,,WRITE IN VOTES,,34.000000
2002,BLACK HAWK,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,869.000000
2002,BLACK HAWK,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,467.000000
2002,BLACK HAWK,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,16922.000000
2002,BLACK HAWK,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,21723.000000
2002,BLACK HAWK,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,166.000000
2002,BLACK HAWK,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,16.000000
2002,BLACK HAWK,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,23488.000000
2002,BLACK HAWK,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,754.000000
2002,BLACK HAWK,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,15476.000000
2002,BLACK HAWK,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,745.000000
2002,BLACK HAWK,SECRETARY OF STATE,,WRITE IN VOTES,,25.000000
2002,BLACK HAWK,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,15969.000000
2002,BLACK HAWK,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,23383.000000
2002,BLACK HAWK,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,778.000000
2002,BLACK HAWK,TREASURER OF STATE,,WRITE IN VOTES,,15.000000
2002,BLACK HAWK,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,16475.000000
2002,BLACK HAWK,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,299.000000
2002,BLACK HAWK,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,476.000000
2002,BLACK HAWK,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,24302.000000
2002,BLACK HAWK,U S SENATE,,WRITE IN VOTES,,40.000000
2002,BOONE,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,2996.000000
2002,BOONE,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,128.000000
2002,BOONE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,6736.000000
2002,BOONE,ATTORNEY GENERAL,,WRITE IN VOTES,,5.000000
2002,BOONE,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,507.000000
2002,BOONE,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,4365.000000
2002,BOONE,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,4584.000000
2002,BOONE,AUDITOR OF STATE,,WRITE IN VOTES,,1.000000
2002,BOONE,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,106.000000
2002,BOONE,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,3802.000000
2002,BOONE,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,122.000000
2002,BOONE,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,5939.000000
2002,BOONE,GOVERNOR,,WRITE IN VOTES,,15.000000
2002,BOONE,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,173.000000
2002,BOONE,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,73.000000
2002,BOONE,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,3796.000000
2002,BOONE,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,5589.000000
2002,BOONE,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,128.000000
2002,BOONE,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,0.000000
2002,BOONE,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,5717.000000
2002,BOONE,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,109.000000
2002,BOONE,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,3690.000000
2002,BOONE,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,228.000000
2002,BOONE,SECRETARY OF STATE,,WRITE IN VOTES,,1.000000
2002,BOONE,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,3480.000000
2002,BOONE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,6038.000000
2002,BOONE,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,178.000000
2002,BOONE,TREASURER OF STATE,,WRITE IN VOTES,,1.000000
2002,BOONE,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,3852.000000
2002,BOONE,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,83.000000
2002,BOONE,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,100.000000
2002,BOONE,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,5902.000000
2002,BOONE,U S SENATE,,WRITE IN VOTES,,8.000000
2002,BREMER,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,3107.000000
2002,BREMER,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,108.000000
2002,BREMER,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,4980.000000
2002,BREMER,ATTORNEY GENERAL,,WRITE IN VOTES,,6.000000
2002,BREMER,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,383.000000
2002,BREMER,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,4329.000000
2002,BREMER,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,3199.000000
