year,county,office,district,candidate,party,votes
2010,BENTON,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,4640.000000
2010,BENTON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,5169.000000
2010,BENTON,ATTORNEY GENERAL,,WRITE IN,,8.000000
2010,BENTON,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,5678.000000
2010,BENTON,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,3845.000000
2010,BENTON,AUDITOR OF STATE,,WRITE IN,,6.000000
2010,BENTON,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,4100.000000
2010,BENTON,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,34.000000
2010,BENTON,GOVERNOR,,ERIC COOPER NICK WELTHA,,130.000000
2010,BENTON,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,55.000000
2010,BENTON,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,154.000000
2010,BENTON,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,5534.000000
2010,BENTON,GOVERNOR,,WRITE IN,,19.000000
2010,BENTON,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,6648.000000
2010,BENTON,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,2998.000000
2010,BENTON,SECRETARY OF AGRICULTURE,,WRITE IN,,8.000000
2010,BENTON,SECRETARY OF STATE,,JAKE PORTER,,314.000000
2010,BENTON,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,5137.000000
2010,BENTON,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,4212.000000
2010,BENTON,SECRETARY OF STATE,,WRITE IN,,3.000000
2010,BENTON,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,4786.000000
2010,BENTON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,4838.000000
2010,BENTON,TREASURER OF STATE,,WRITE IN,,6.000000
2010,BENTON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,6936.000000
2010,BENTON,U S SENATE,,JOHN HEIDERSCHEIT,,248.000000
2010,BENTON,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,2796.000000
2010,BENTON,U S SENATE,,WRITE IN,,1.000000
2010,BLACK HAWK,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,16231.000000
2010,BLACK HAWK,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,28166.000000
2010,BLACK HAWK,ATTORNEY GENERAL,,WRITE IN,,24.000000
2010,BLACK HAWK,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,20740.000000
2010,BLACK HAWK,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,21987.000000
2010,BLACK HAWK,AUDITOR OF STATE,,WRITE IN,,23.000000
2010,BLACK HAWK,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,22720.000000
2010,BLACK HAWK,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,113.000000
2010,BLACK HAWK,GOVERNOR,,ERIC COOPER NICK WELTHA,,500.000000
2010,BLACK HAWK,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,105.000000
2010,BLACK HAWK,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,499.000000
2010,BLACK HAWK,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,21355.000000
2010,BLACK HAWK,GOVERNOR,,WRITE IN,,61.000000
2010,BLACK HAWK,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,25698.000000
2010,BLACK HAWK,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,17966.000000
2010,BLACK HAWK,SECRETARY OF AGRICULTURE,,WRITE IN,,25.000000
2010,BLACK HAWK,SECRETARY OF STATE,,JAKE PORTER,,1239.000000
2010,BLACK HAWK,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,19642.000000
2010,BLACK HAWK,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,22621.000000
2010,BLACK HAWK,SECRETARY OF STATE,,WRITE IN,,19.000000
2010,BLACK HAWK,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,18200.000000
2010,BLACK HAWK,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,25069.000000
2010,BLACK HAWK,TREASURER OF STATE,,WRITE IN,,27.000000
2010,BLACK HAWK,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,27099.000000
2010,BLACK HAWK,U S SENATE,,JOHN HEIDERSCHEIT,,771.000000
2010,BLACK HAWK,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,17114.000000
2010,BLACK HAWK,U S SENATE,,WRITE IN,,29.000000
2010,BOONE,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,4404.000000
2010,BOONE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,6136.000000
2010,BOONE,ATTORNEY GENERAL,,WRITE IN,,7.000000
2010,BOONE,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,5847.000000
2010,BOONE,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,4437.000000
2010,BOONE,AUDITOR OF STATE,,WRITE IN,,6.000000
2010,BOONE,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,4718.000000
2010,BOONE,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,12.000000
2010,BOONE,GOVERNOR,,ERIC COOPER NICK WELTHA,,154.000000
2010,BOONE,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,20.000000
2010,BOONE,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,303.000000
2010,BOONE,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,5537.000000
2010,BOONE,GOVERNOR,,WRITE IN,,47.000000
2010,BOONE,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,6728.000000
2010,BOONE,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,3693.000000
2010,BOONE,SECRETARY OF AGRICULTURE,,WRITE IN,,4.000000
2010,BOONE,SECRETARY OF STATE,,JAKE PORTER,,352.000000
2010,BOONE,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,4756.000000
2010,BOONE,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,5353.000000
2010,BOONE,SECRETARY OF STATE,,WRITE IN,,3.000000
2010,BOONE,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,4533.000000
2010,BOONE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,5890.000000
2010,BOONE,TREASURER OF STATE,,WRITE IN,,3.000000
2010,BOONE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,7014.000000
2010,BOONE,U S SENATE,,JOHN HEIDERSCHEIT,,244.000000
2010,BOONE,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,3457.000000
2010,BOONE,U S SENATE,,WRITE IN,,5.000000
2010,BREMER,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,4111.000000
2010,BREMER,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,5523.000000
2010,BREMER,ATTORNEY GENERAL,,WRITE IN,,8.000000
2010,BREMER,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,5266.000000
2010,BREMER,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,4027.000000
2010,BREMER,AUDITOR OF STATE,,WRITE IN,,5.000000
2010,BREMER,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,4088.000000
2010,BREMER,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,5.000000
2010,BREMER,GOVERNOR,,ERIC COOPER NICK WELTHA,,103.000000
2010,BREMER,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,30.000000
2010,BREMER,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,98.000000
2010,BREMER,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,5525.000000
2010,BREMER,GOVERNOR,,WRITE IN,,11.000000
2010,BREMER,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,6585.000000
2010,BREMER,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,2923.000000
2010,BREMER,SECRETARY OF AGRICULTURE,,WRITE IN,,3.000000
2010,BREMER,SECRETARY OF STATE,,JAKE PORTER,,247.000000
2010,BREMER,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,4989.000000
2010,BREMER,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,4214.000000
2010,BREMER,SECRETARY OF STATE,,WRITE IN,,2.000000
2010,BREMER,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,4560.000000
2010,BREMER,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,4848.000000
2010,BREMER,TREASURER OF STATE,,WRITE IN,,3.000000
2010,BREMER,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,6811.000000
2010,BREMER,U S SENATE,,JOHN HEIDERSCHEIT,,188.000000
2010,BREMER,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,2815.000000
2010,BREMER,U S SENATE,,WRITE IN,,8.000000
2010,BUCHANAN,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,3061.000000
2010,BUCHANAN,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,4670.000000
2010,BUCHANAN,ATTORNEY GENERAL,,WRITE IN,,2.000000
2010,BUCHANAN,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,3733.000000
2010,BUCHANAN,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,3839.000000
2010,BUCHANAN,AUDITOR OF STATE,,WRITE IN,,3.000000
2010,BUCHANAN,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,3788.000000
2010,BUCHANAN,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,20.000000
2010,BUCHANAN,GOVERNOR,,ERIC COOPER NICK WELTHA,,121.000000
2010,BUCHANAN,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,35.000000
2010,BUCHANAN,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,86.000000
2010,BUCHANAN,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,3889.000000
2010,BUCHANAN,GOVERNOR,,WRITE IN,,11.000000
2010,BUCHANAN,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,4900.000000
2010,BUCHANAN,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,2801.000000
2010,BUCHANAN,SECRETARY OF AGRICULTURE,,WRITE IN,,1.000000
2010,BUCHANAN,SECRETARY OF STATE,,JAKE PORTER,,288.000000
2010,BUCHANAN,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,3590.000000
2010,BUCHANAN,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,3816.000000
2010,BUCHANAN,SECRETARY OF STATE,,WRITE IN,,3.000000
2010,BUCHANAN,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,3143.000000
2010,BUCHANAN,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,4512.000000
2010,BUCHANAN,TREASURER OF STATE,,WRITE IN,,4.000000
2010,BUCHANAN,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,5291.000000
2010,BUCHANAN,U S SENATE,,JOHN HEIDERSCHEIT,,150.000000
2010,BUCHANAN,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,2446.000000
2010,BUCHANAN,U S SENATE,,WRITE IN,,3.000000
2010,BUENA VISTA,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,2883.000000
2010,BUENA VISTA,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,2583.000000
2010,BUENA VISTA,ATTORNEY GENERAL,,WRITE IN,,4.000000
2010,BUENA VISTA,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,3866.000000
2010,BUENA VISTA,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,1501.000000
2010,BUENA VISTA,AUDITOR OF STATE,,WRITE IN,,4.000000
2010,BUENA VISTA,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,1741.000000
2010,BUENA VISTA,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,8.000000
2010,BUENA VISTA,GOVERNOR,,ERIC COOPER NICK WELTHA,,54.000000
2010,BUENA VISTA,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,14.000000
2010,BUENA VISTA,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,149.000000
2010,BUENA VISTA,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,3633.000000
2010,BUENA VISTA,GOVERNOR,,WRITE IN,,14.000000
2010,BUENA VISTA,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,4027.000000
2010,BUENA VISTA,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,1345.000000
2010,BUENA VISTA,SECRETARY OF AGRICULTURE,,WRITE IN,,5.000000
2010,BUENA VISTA,SECRETARY OF STATE,,JAKE PORTER,,140.000000
2010,BUENA VISTA,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,3326.000000
2010,BUENA VISTA,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,1908.000000
2010,BUENA VISTA,SECRETARY OF STATE,,WRITE IN,,2.000000
2010,BUENA VISTA,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,2870.000000
2010,BUENA VISTA,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,2492.000000
2010,BUENA VISTA,TREASURER OF STATE,,WRITE IN,,3.000000
2010,BUENA VISTA,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,4237.000000
2010,BUENA VISTA,U S SENATE,,JOHN HEIDERSCHEIT,,110.000000
2010,BUENA VISTA,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,1239.000000
2010,BUENA VISTA,U S SENATE,,WRITE IN,,4.000000
2010,BUTLER,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,2803.000000
2010,BUTLER,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,2779.000000
2010,BUTLER,ATTORNEY GENERAL,,WRITE IN,,3.000000
2010,BUTLER,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,3498.000000
2010,BUTLER,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,1869.000000
2010,BUTLER,AUDITOR OF STATE,,WRITE IN,,2.000000
2010,BUTLER,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,1969.000000
2010,BUTLER,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,8.000000
2010,BUTLER,GOVERNOR,,ERIC COOPER NICK WELTHA,,55.000000
2010,BUTLER,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,34.000000
2010,BUTLER,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,135.000000
