year,county,office,district,candidate,party,votes
1998,CLARKE,U S SENATE,,SCATTERING,,2.000000
1998,CLARKE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,45.000000
1998,CLAY,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4306.000000
1998,CLAY,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1490.000000
1998,CLAY,U S SENATE,,MARGARET TROWE,,8.000000
1998,CLAY,U S SENATE,,SCATTERING,,0.000000
1998,CLAY,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,25.000000
1998,CLAYTON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4724.000000
1998,CLAYTON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1658.000000
1998,CLAYTON,U S SENATE,,MARGARET TROWE,,15.000000
1998,CLAYTON,U S SENATE,,SCATTERING,,0.000000
1998,CLAYTON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,24.000000
1998,CLINTON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,9379.000000
1998,CLINTON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,5544.000000
1998,CLINTON,U S SENATE,,MARGARET TROWE,,25.000000
1998,CLINTON,U S SENATE,,SCATTERING,,1.000000
1998,CLINTON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,39.000000
1998,CRAWFORD,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3723.000000
1998,CRAWFORD,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1143.000000
1998,CRAWFORD,U S SENATE,,MARGARET TROWE,,7.000000
1998,CRAWFORD,U S SENATE,,SCATTERING,,0.000000
1998,CRAWFORD,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,20.000000
1998,DALLAS,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,9482.000000
1998,DALLAS,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,4057.000000
1998,DALLAS,U S SENATE,,MARGARET TROWE,,28.000000
1998,DALLAS,U S SENATE,,SCATTERING,,5.000000
1998,DALLAS,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,109.000000
1998,DAVIS,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2014.000000
1998,DAVIS,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,855.000000
1998,DAVIS,U S SENATE,,MARGARET TROWE,,5.000000
1998,DAVIS,U S SENATE,,SCATTERING,,0.000000
1998,DAVIS,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,35.000000
1998,DECATUR,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2538.000000
1998,DECATUR,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,827.000000
1998,DECATUR,U S SENATE,,MARGARET TROWE,,7.000000
1998,DECATUR,U S SENATE,,SCATTERING,,1.000000
1998,DECATUR,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,29.000000
1998,DELAWARE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4537.000000
1998,DELAWARE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1377.000000
1998,DELAWARE,U S SENATE,,MARGARET TROWE,,9.000000
1998,DELAWARE,U S SENATE,,SCATTERING,,0.000000
1998,DELAWARE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,21.000000
1998,DES MOINES,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,6642.000000
1998,DES MOINES,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,6047.000000
1998,DES MOINES,U S SENATE,,MARGARET TROWE,,8.000000
1998,DES MOINES,U S SENATE,,SCATTERING,,0.000000
1998,DES MOINES,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,63.000000
1998,DICKINSON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4220.000000
1998,DICKINSON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1675.000000
1998,DICKINSON,U S SENATE,,MARGARET TROWE,,25.000000
1998,DICKINSON,U S SENATE,,SCATTERING,,3.000000
1998,DICKINSON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,39.000000
1998,DUBUQUE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,17166.000000
1998,DUBUQUE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,9824.000000
1998,DUBUQUE,U S SENATE,,MARGARET TROWE,,55.000000
1998,DUBUQUE,U S SENATE,,SCATTERING,,5.000000
1998,DUBUQUE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,203.000000
1998,EMMET,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2290.000000
1998,EMMET,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1118.000000
1998,EMMET,U S SENATE,,MARGARET TROWE,,5.000000
1998,EMMET,U S SENATE,,SCATTERING,,0.000000
1998,EMMET,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,25.000000
1998,FAYETTE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,5520.000000
1998,FAYETTE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1894.000000
1998,FAYETTE,U S SENATE,,MARGARET TROWE,,24.000000
1998,FAYETTE,U S SENATE,,SCATTERING,,1.000000
1998,FAYETTE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,40.000000
1998,FLOYD,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4452.000000
1998,FLOYD,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1423.000000
1998,FLOYD,U S SENATE,,MARGARET TROWE,,12.000000
1998,FLOYD,U S SENATE,,SCATTERING,,1.000000
1998,FLOYD,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,50.000000
1998,FRANKLIN,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3129.000000
1998,FRANKLIN,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,722.000000
1998,FRANKLIN,U S SENATE,,MARGARET TROWE,,6.000000
1998,FRANKLIN,U S SENATE,,SCATTERING,,4.000000
1998,FRANKLIN,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,16.000000
1998,FREMONT,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,1957.000000
1998,FREMONT,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,633.000000
1998,FREMONT,U S SENATE,,MARGARET TROWE,,6.000000
1998,FREMONT,U S SENATE,,SCATTERING,,1.000000
1998,FREMONT,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,25.000000
1998,GREENE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2771.000000
1998,GREENE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1053.000000
1998,GREENE,U S SENATE,,MARGARET TROWE,,6.000000
1998,GREENE,U S SENATE,,SCATTERING,,1.000000
1998,GREENE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,35.000000
1998,GRUNDY,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4000.000000
1998,GRUNDY,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,779.000000
1998,GRUNDY,U S SENATE,,MARGARET TROWE,,4.000000
1998,GRUNDY,U S SENATE,,SCATTERING,,1.000000
1998,GRUNDY,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,8.000000
1998,GUTHRIE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3113.000000
1998,GUTHRIE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1152.000000
1998,GUTHRIE,U S SENATE,,MARGARET TROWE,,6.000000
1998,GUTHRIE,U S SENATE,,SCATTERING,,1.000000
1998,GUTHRIE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,37.000000
1998,HAMILTON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4165.000000
1998,HAMILTON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1516.000000
1998,HAMILTON,U S SENATE,,MARGARET TROWE,,6.000000
1998,HAMILTON,U S SENATE,,SCATTERING,,0.000000
1998,HAMILTON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,41.000000
1998,HANCOCK,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3237.000000
1998,HANCOCK,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,896.000000
1998,HANCOCK,U S SENATE,,MARGARET TROWE,,16.000000
1998,HANCOCK,U S SENATE,,SCATTERING,,0.000000
1998,HANCOCK,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,13.000000
1998,HARDIN,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,5151.000000
1998,HARDIN,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1621.000000
1998,HARDIN,U S SENATE,,MARGARET TROWE,,17.000000
1998,HARDIN,U S SENATE,,SCATTERING,,0.000000
1998,HARDIN,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,25.000000
1998,HARRISON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3186.000000
1998,HARRISON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1161.000000
1998,HARRISON,U S SENATE,,MARGARET TROWE,,18.000000
1998,HARRISON,U S SENATE,,SCATTERING,,1.000000
1998,HARRISON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,59.000000
1998,HENRY,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4991.000000
1998,HENRY,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,2009.000000
1998,HENRY,U S SENATE,,MARGARET TROWE,,24.000000
1998,HENRY,U S SENATE,,SCATTERING,,2.000000
1998,HENRY,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,58.000000
1998,HOWARD,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2749.000000
1998,HOWARD,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,901.000000
1998,HOWARD,U S SENATE,,MARGARET TROWE,,4.000000
1998,HOWARD,U S SENATE,,SCATTERING,,0.000000
1998,HOWARD,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,37.000000
1998,HUMBOLDT,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3057.000000
1998,HUMBOLDT,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,724.000000
1998,HUMBOLDT,U S SENATE,,MARGARET TROWE,,7.000000
1998,HUMBOLDT,U S SENATE,,SCATTERING,,0.000000
1998,HUMBOLDT,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,28.000000
1998,IDA,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2346.000000
1998,IDA,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,512.000000
1998,IDA,U S SENATE,,MARGARET TROWE,,12.000000
1998,IDA,U S SENATE,,SCATTERING,,0.000000
1998,IDA,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,12.000000
1998,IOWA,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4339.000000
1998,IOWA,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1363.000000
1998,IOWA,U S SENATE,,MARGARET TROWE,,8.000000
1998,IOWA,U S SENATE,,SCATTERING,,1.000000
1998,IOWA,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,53.000000
1998,JACKSON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4330.000000
1998,JACKSON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1946.000000
1998,JACKSON,U S SENATE,,MARGARET TROWE,,11.000000
1998,JACKSON,U S SENATE,,SCATTERING,,0.000000
1998,JACKSON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,38.000000
1998,JASPER,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,9122.000000
1998,JASPER,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,4625.000000
1998,JASPER,U S SENATE,,MARGARET TROWE,,34.000000
1998,JASPER,U S SENATE,,SCATTERING,,2.000000
1998,JASPER,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,110.000000
1998,JEFFERSON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3763.000000
1998,JEFFERSON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1354.000000
1998,JEFFERSON,U S SENATE,,MARGARET TROWE,,13.000000
1998,JEFFERSON,U S SENATE,,SCATTERING,,9.000000
1998,JEFFERSON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,1234.000000
1998,JOHNSON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,17901.000000
1998,JOHNSON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,15138.000000
1998,JOHNSON,U S SENATE,,MARGARET TROWE,,173.000000
1998,JOHNSON,U S SENATE,,SCATTERING,,15.000000
1998,JOHNSON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,342.000000
1998,JONES,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,5038.000000
1998,JONES,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1739.000000
1998,JONES,U S SENATE,,MARGARET TROWE,,15.000000
1998,JONES,U S SENATE,,SCATTERING,,1.000000
1998,JONES,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,56.000000
1998,KEOKUK,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2824.000000
1998,KEOKUK,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,907.000000
1998,KEOKUK,U S SENATE,,MARGARET TROWE,,6.000000
1998,KEOKUK,U S SENATE,,SCATTERING,,0.000000
1998,KEOKUK,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,28.000000
1998,KOSSUTH,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4894.000000
1998,KOSSUTH,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1713.000000
1998,KOSSUTH,U S SENATE,,MARGARET TROWE,,14.000000
1998,KOSSUTH,U S SENATE,,SCATTERING,,2.000000
1998,KOSSUTH,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,50.000000
1998,LEE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,5836.000000
1998,LEE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,5636.000000
1998,LEE,U S SENATE,,MARGARET TROWE,,33.000000
1998,LEE,U S SENATE,,SCATTERING,,11.000000
1998,LEE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,138.000000
1998,LINN,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,42387.000000
1998,LINN,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,22759.000000
1998,LINN,U S SENATE,,MARGARET TROWE,,104.000000
1998,LINN,U S SENATE,,SCATTERING,,17.000000
1998,LINN,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,433.000000
1998,LOUISA,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2336.000000
1998,LOUISA,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1010.000000
1998,LOUISA,U S SENATE,,MARGARET TROWE,,15.000000
1998,LOUISA,U S SENATE,,SCATTERING,,1.000000
1998,LOUISA,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,25.000000
1998,LUCAS,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2250.000000
1998,LUCAS,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,769.000000
1998,LUCAS,U S SENATE,,MARGARET TROWE,,2.000000
1998,LUCAS,U S SENATE,,SCATTERING,,0.000000
1998,LUCAS,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,17.000000
1998,LYON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3313.000000
1998,LYON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,554.000000
1998,LYON,U S SENATE,,MARGARET TROWE,,11.000000
1998,LYON,U S SENATE,,SCATTERING,,0.000000
1998,LYON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,18.000000
1998,MADISON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3794.000000
1998,MADISON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1498.000000
1998,MADISON,U S SENATE,,MARGARET TROWE,,15.000000
1998,MADISON,U S SENATE,,SCATTERING,,0.000000
1998,MADISON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,67.000000
1998,MAHASKA,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,5443.000000
1998,MAHASKA,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1449.000000
1998,MAHASKA,U S SENATE,,MARGARET TROWE,,15.000000
1998,MAHASKA,U S SENATE,,SCATTERING,,4.000000
1998,MAHASKA,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,36.000000
1998,MARION,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,7107.000000
1998,MARION,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,2737.000000
1998,MARION,U S SENATE,,MARGARET TROWE,,18.000000
1998,MARION,U S SENATE,,SCATTERING,,2.000000
1998,MARION,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,24.000000
1998,MARSHALL,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,9679.000000
1998,MARSHALL,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,4203.000000
1998,MARSHALL,U S SENATE,,MARGARET TROWE,,25.000000
1998,MARSHALL,U S SENATE,,SCATTERING,,4.000000
1998,MARSHALL,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,99.000000
1998,MILLS,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2909.000000
1998,MILLS,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,805.000000
1998,MILLS,U S SENATE,,MARGARET TROWE,,11.000000
1998,MILLS,U S SENATE,,SCATTERING,,2.000000
1998,MILLS,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,39.000000
1998,MITCHELL,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3198.000000
1998,MITCHELL,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1044.000000
1998,MITCHELL,U S SENATE,,MARGARET TROWE,,17.000000
1998,MITCHELL,U S SENATE,,SCATTERING,,0.000000
1998,MITCHELL,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,18.000000
1998,MONONA,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2590.000000
1998,MONONA,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,947.000000
1998,MONONA,U S SENATE,,MARGARET TROWE,,18.000000
1998,MONONA,U S SENATE,,SCATTERING,,0.000000
1998,MONONA,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,34.000000
1998,MONROE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,1952.000000
