year,county,office,district,candidate,party,votes
2006,AUDUBON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,1699.000000
2006,AUDUBON,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,1535.000000
2006,AUDUBON,AUDITOR OF STATE,,SCATTERING,,7.000000
2006,AUDUBON,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,1341.000000
2006,AUDUBON,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,1041.000000
2006,AUDUBON,SECRETARY OF AGRICULTURE,,SCATTERING,,0.000000
2006,AUDUBON,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,1077.000000
2006,AUDUBON,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,1171.000000
2006,AUDUBON,SECRETARY OF STATE,,SCATTERING,,0.000000
2006,AUDUBON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,1676.000000
2006,AUDUBON,TREASURER OF STATE,,SCATTERING,,4.000000
2006,BENTON,ATTORNEY GENERAL,,SCATTERING,,41.000000
2006,BENTON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,7113.000000
2006,BENTON,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,6543.000000
2006,BENTON,AUDITOR OF STATE,,SCATTERING,,51.000000
2006,BENTON,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,5112.000000
2006,BENTON,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,4396.000000
2006,BENTON,SECRETARY OF AGRICULTURE,,SCATTERING,,2.000000
2006,BENTON,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,4178.000000
2006,BENTON,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,5119.000000
2006,BENTON,SECRETARY OF STATE,,SCATTERING,,6.000000
2006,BENTON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,6923.000000
2006,BENTON,TREASURER OF STATE,,SCATTERING,,33.000000
2006,BLACK HAWK,ATTORNEY GENERAL,,SCATTERING,,189.000000
2006,BLACK HAWK,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,32519.000000
2006,BLACK HAWK,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,25921.000000
2006,BLACK HAWK,AUDITOR OF STATE,,SCATTERING,,328.000000
2006,BLACK HAWK,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,20091.000000
2006,BLACK HAWK,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,22910.000000
2006,BLACK HAWK,SECRETARY OF AGRICULTURE,,SCATTERING,,29.000000
2006,BLACK HAWK,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,17651.000000
2006,BLACK HAWK,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,24937.000000
2006,BLACK HAWK,SECRETARY OF STATE,,SCATTERING,,33.000000
2006,BLACK HAWK,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,32040.000000
2006,BLACK HAWK,TREASURER OF STATE,,SCATTERING,,211.000000
2006,BOONE,ATTORNEY GENERAL,,SCATTERING,,37.000000
2006,BOONE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,7344.000000
2006,BOONE,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,6472.000000
2006,BOONE,AUDITOR OF STATE,,SCATTERING,,51.000000
2006,BOONE,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,4994.000000
2006,BOONE,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,4787.000000
2006,BOONE,SECRETARY OF AGRICULTURE,,SCATTERING,,2.000000
2006,BOONE,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,4401.000000
2006,BOONE,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,5217.000000
2006,BOONE,SECRETARY OF STATE,,SCATTERING,,8.000000
2006,BOONE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,7254.000000
2006,BOONE,TREASURER OF STATE,,SCATTERING,,38.000000
2006,BREMER,ATTORNEY GENERAL,,SCATTERING,,43.000000
2006,BREMER,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,6685.000000
2006,BREMER,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,6383.000000
2006,BREMER,AUDITOR OF STATE,,SCATTERING,,45.000000
2006,BREMER,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,4991.000000
2006,BREMER,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,4308.000000
2006,BREMER,SECRETARY OF AGRICULTURE,,SCATTERING,,4.000000
2006,BREMER,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,4353.000000
2006,BREMER,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,4729.000000
2006,BREMER,SECRETARY OF STATE,,SCATTERING,,6.000000
2006,BREMER,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,6630.000000
2006,BREMER,TREASURER OF STATE,,SCATTERING,,42.000000
2006,BUCHANAN,ATTORNEY GENERAL,,SCATTERING,,22.000000
2006,BUCHANAN,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,6161.000000
2006,BUCHANAN,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,5353.000000
2006,BUCHANAN,AUDITOR OF STATE,,SCATTERING,,39.000000
2006,BUCHANAN,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,3886.000000
2006,BUCHANAN,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,3852.000000
2006,BUCHANAN,SECRETARY OF AGRICULTURE,,SCATTERING,,4.000000
2006,BUCHANAN,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,3154.000000
2006,BUCHANAN,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,4460.000000
2006,BUCHANAN,SECRETARY OF STATE,,SCATTERING,,9.000000
2006,BUCHANAN,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,6131.000000
2006,BUCHANAN,TREASURER OF STATE,,SCATTERING,,21.000000
2006,BUENA VISTA,ATTORNEY GENERAL,,SCATTERING,,29.000000
2006,BUENA VISTA,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,4390.000000
2006,BUENA VISTA,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,4686.000000
2006,BUENA VISTA,AUDITOR OF STATE,,SCATTERING,,28.000000
2006,BUENA VISTA,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,3822.000000
2006,BUENA VISTA,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,2201.000000
2006,BUENA VISTA,SECRETARY OF AGRICULTURE,,SCATTERING,,4.000000
2006,BUENA VISTA,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,3218.000000
2006,BUENA VISTA,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,2636.000000
2006,BUENA VISTA,SECRETARY OF STATE,,SCATTERING,,6.000000
2006,BUENA VISTA,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,4359.000000
2006,BUENA VISTA,TREASURER OF STATE,,SCATTERING,,30.000000
2006,BUTLER,ATTORNEY GENERAL,,SCATTERING,,32.000000
2006,BUTLER,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,3880.000000
2006,BUTLER,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,4307.000000
2006,BUTLER,AUDITOR OF STATE,,SCATTERING,,48.000000
2006,BUTLER,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,3431.000000
2006,BUTLER,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,2165.000000
2006,BUTLER,SECRETARY OF AGRICULTURE,,SCATTERING,,5.000000
2006,BUTLER,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,3105.000000
2006,BUTLER,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,2410.000000
2006,BUTLER,SECRETARY OF STATE,,SCATTERING,,7.000000
2006,BUTLER,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,3783.000000
2006,BUTLER,TREASURER OF STATE,,SCATTERING,,41.000000
2006,CALHOUN,ATTORNEY GENERAL,,SCATTERING,,18.000000
2006,CALHOUN,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,3008.000000
2006,CALHOUN,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,2910.000000
2006,CALHOUN,AUDITOR OF STATE,,SCATTERING,,21.000000
2006,CALHOUN,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,2434.000000
2006,CALHOUN,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,1458.000000
2006,CALHOUN,SECRETARY OF AGRICULTURE,,SCATTERING,,4.000000
2006,CALHOUN,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,1933.000000
2006,CALHOUN,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,1899.000000
2006,CALHOUN,SECRETARY OF STATE,,SCATTERING,,6.000000
2006,CALHOUN,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,2887.000000
2006,CALHOUN,TREASURER OF STATE,,SCATTERING,,23.000000
2006,CARROLL,ATTORNEY GENERAL,,SCATTERING,,31.000000
2006,CARROLL,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,5131.000000
2006,CARROLL,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,4321.000000
2006,CARROLL,AUDITOR OF STATE,,SCATTERING,,36.000000
2006,CARROLL,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,3579.000000
2006,CARROLL,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,3235.000000
2006,CARROLL,SECRETARY OF AGRICULTURE,,SCATTERING,,4.000000
2006,CARROLL,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,3150.000000
2006,CARROLL,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,3406.000000
2006,CARROLL,SECRETARY OF STATE,,SCATTERING,,4.000000
2006,CARROLL,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,4877.000000
2006,CARROLL,TREASURER OF STATE,,SCATTERING,,26.000000
2006,CASS,ATTORNEY GENERAL,,SCATTERING,,20.000000
2006,CASS,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,3233.000000
2006,CASS,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,3602.000000
2006,CASS,AUDITOR OF STATE,,SCATTERING,,14.000000
2006,CASS,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,2866.000000
2006,CASS,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,2138.000000
2006,CASS,SECRETARY OF AGRICULTURE,,SCATTERING,,2.000000
2006,CASS,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,2900.000000
2006,CASS,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,1899.000000
2006,CASS,SECRETARY OF STATE,,SCATTERING,,1.000000
2006,CASS,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,3104.000000
2006,CASS,TREASURER OF STATE,,SCATTERING,,15.000000
2006,CEDAR,ATTORNEY GENERAL,,SCATTERING,,33.000000
2006,CEDAR,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,4885.000000
2006,CEDAR,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,4485.000000
2006,CEDAR,AUDITOR OF STATE,,SCATTERING,,29.000000
2006,CEDAR,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,3663.000000
2006,CEDAR,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,2989.000000
2006,CEDAR,SECRETARY OF AGRICULTURE,,SCATTERING,,2.000000
2006,CEDAR,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,3080.000000
2006,CEDAR,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,3443.000000
2006,CEDAR,SECRETARY OF STATE,,SCATTERING,,5.000000
2006,CEDAR,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,4875.000000
2006,CEDAR,TREASURER OF STATE,,SCATTERING,,37.000000
2006,CERRO GORDO,ATTORNEY GENERAL,,SCATTERING,,80.000000
2006,CERRO GORDO,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,13262.000000
2006,CERRO GORDO,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,10706.000000
2006,CERRO GORDO,AUDITOR OF STATE,,SCATTERING,,135.000000
2006,CERRO GORDO,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,8271.000000
2006,CERRO GORDO,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,8468.000000
2006,CERRO GORDO,SECRETARY OF AGRICULTURE,,SCATTERING,,13.000000
2006,CERRO GORDO,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,6819.000000
2006,CERRO GORDO,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,9781.000000
2006,CERRO GORDO,SECRETARY OF STATE,,SCATTERING,,10.000000
2006,CERRO GORDO,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,13045.000000
2006,CERRO GORDO,TREASURER OF STATE,,SCATTERING,,79.000000
2006,CHEROKEE,ATTORNEY GENERAL,,SCATTERING,,12.000000
2006,CHEROKEE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,3180.000000
2006,CHEROKEE,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,3082.000000
2006,CHEROKEE,AUDITOR OF STATE,,SCATTERING,,8.000000
2006,CHEROKEE,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,2679.000000
2006,CHEROKEE,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,1725.000000
2006,CHEROKEE,SECRETARY OF AGRICULTURE,,SCATTERING,,3.000000
2006,CHEROKEE,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,2297.000000
2006,CHEROKEE,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,1946.000000
2006,CHEROKEE,SECRETARY OF STATE,,SCATTERING,,2.000000
2006,CHEROKEE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,3034.000000
2006,CHEROKEE,TREASURER OF STATE,,SCATTERING,,14.000000
2006,CHICKASAW,ATTORNEY GENERAL,,SCATTERING,,0.000000
2006,CHICKASAW,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,3989.000000
2006,CHICKASAW,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,3242.000000
2006,CHICKASAW,AUDITOR OF STATE,,SCATTERING,,2.000000
2006,CHICKASAW,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,2385.000000
2006,CHICKASAW,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,2444.000000
2006,CHICKASAW,SECRETARY OF AGRICULTURE,,SCATTERING,,0.000000
2006,CHICKASAW,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,1927.000000
2006,CHICKASAW,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,2772.000000
2006,CHICKASAW,SECRETARY OF STATE,,SCATTERING,,0.000000
2006,CHICKASAW,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,3932.000000
2006,CHICKASAW,TREASURER OF STATE,,SCATTERING,,0.000000
2006,CLARKE,ATTORNEY GENERAL,,SCATTERING,,18.000000
2006,CLARKE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,2697.000000
2006,CLARKE,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,2459.000000
2006,CLARKE,AUDITOR OF STATE,,SCATTERING,,11.000000
2006,CLARKE,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,1793.000000
2006,CLARKE,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,1495.000000
2006,CLARKE,SECRETARY OF AGRICULTURE,,SCATTERING,,2.000000
2006,CLARKE,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,1428.000000
2006,CLARKE,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,1859.000000
2006,CLARKE,SECRETARY OF STATE,,SCATTERING,,1.000000
2006,CLARKE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,2631.000000
2006,CLARKE,TREASURER OF STATE,,SCATTERING,,14.000000
2006,CLAY,ATTORNEY GENERAL,,SCATTERING,,22.000000
2006,CLAY,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,4119.000000
2006,CLAY,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,4110.000000
2006,CLAY,AUDITOR OF STATE,,SCATTERING,,14.000000
2006,CLAY,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,3733.000000
2006,CLAY,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,2000.000000
2006,CLAY,SECRETARY OF AGRICULTURE,,SCATTERING,,1.000000
2006,CLAY,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,3027.000000
2006,CLAY,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,2407.000000
2006,CLAY,SECRETARY OF STATE,,SCATTERING,,4.000000
2006,CLAY,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,4037.000000
2006,CLAY,TREASURER OF STATE,,SCATTERING,,17.000000
2006,CLAYTON,ATTORNEY GENERAL,,SCATTERING,,14.000000
2006,CLAYTON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,5159.000000
2006,CLAYTON,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,4204.000000
2006,CLAYTON,AUDITOR OF STATE,,SCATTERING,,12.000000
2006,CLAYTON,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,3295.000000
2006,CLAYTON,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,3249.000000
2006,CLAYTON,SECRETARY OF AGRICULTURE,,SCATTERING,,0.000000
2006,CLAYTON,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,2902.000000
2006,CLAYTON,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,3532.000000
2006,CLAYTON,SECRETARY OF STATE,,SCATTERING,,3.000000
2006,CLAYTON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,4963.000000
2006,CLAYTON,TREASURER OF STATE,,SCATTERING,,11.000000
2006,CLINTON,ATTORNEY GENERAL,,SCATTERING,,52.000000
2006,CLINTON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,12286.000000
2006,CLINTON,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,9659.000000
2006,CLINTON,AUDITOR OF STATE,,SCATTERING,,96.000000
2006,CLINTON,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,6886.000000
2006,CLINTON,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,9220.000000
2006,CLINTON,SECRETARY OF AGRICULTURE,,SCATTERING,,10.000000
2006,CLINTON,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,6465.000000
2006,CLINTON,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,9499.000000
2006,CLINTON,SECRETARY OF STATE,,SCATTERING,,12.000000
2006,CLINTON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,12294.000000
2006,CLINTON,TREASURER OF STATE,,SCATTERING,,54.000000
2006,CRAWFORD,ATTORNEY GENERAL,,SCATTERING,,3.000000
2006,CRAWFORD,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,3302.000000
2006,CRAWFORD,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,3109.000000
2006,CRAWFORD,AUDITOR OF STATE,,SCATTERING,,7.000000
2006,CRAWFORD,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,2307.000000
2006,CRAWFORD,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,1959.000000
2006,CRAWFORD,SECRETARY OF AGRICULTURE,,SCATTERING,,2.000000
2006,CRAWFORD,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,2156.000000
2006,CRAWFORD,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,1906.000000
2006,CRAWFORD,SECRETARY OF STATE,,SCATTERING,,3.000000
2006,CRAWFORD,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,3280.000000
2006,CRAWFORD,TREASURER OF STATE,,SCATTERING,,8.000000
2006,DALLAS,ATTORNEY GENERAL,,SCATTERING,,237.000000
2006,DALLAS,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,13388.000000
2006,DALLAS,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,14093.000000
2006,DALLAS,AUDITOR OF STATE,,SCATTERING,,154.000000
2006,DALLAS,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,11395.000000
2006,DALLAS,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,7834.000000
2006,DALLAS,SECRETARY OF AGRICULTURE,,SCATTERING,,16.000000
2006,DALLAS,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,10351.000000
2006,DALLAS,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,8891.000000
2006,DALLAS,SECRETARY OF STATE,,SCATTERING,,15.000000
2006,DALLAS,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,13147.000000
2006,DALLAS,TREASURER OF STATE,,SCATTERING,,214.000000
2006,DAVIS,ATTORNEY GENERAL,,SCATTERING,,12.000000
2006,DAVIS,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,2194.000000
2006,DAVIS,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,1908.000000
2006,DAVIS,AUDITOR OF STATE,,SCATTERING,,9.000000
2006,DAVIS,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,1408.000000
2006,DAVIS,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,1344.000000
2006,DAVIS,SECRETARY OF AGRICULTURE,,SCATTERING,,0.000000
2006,DAVIS,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,1229.000000
2006,DAVIS,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,1466.000000
2006,DAVIS,SECRETARY OF STATE,,SCATTERING,,1.000000
2006,DAVIS,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,2181.000000
2006,DAVIS,TREASURER OF STATE,,SCATTERING,,15.000000
