source_precinct_id,source_county,source_precinct,source_precinct_aliases,source_population,target_vtd,share,method
DICKINSON - DICKINSON9,Dickinson,DICKINSON9,Dicksinon 9|PCT 09|Precinct 09|MILFORD COMM BLDG-EAST ROOM,161.999985,19059059016,0.000138047090,population_weighted_block_intersection
DICKINSON - DICKINSON9,Dickinson,DICKINSON9,Dicksinon 9|PCT 09|Precinct 09|MILFORD COMM BLDG-EAST ROOM,161.999985,19059059017,0.000000018636,population_weighted_block_intersection
DICKINSON - DICKINSON9,Dickinson,DICKINSON9,Dicksinon 9|PCT 09|Precinct 09|MILFORD COMM BLDG-EAST ROOM,161.999985,19059059018,0.679012322523,population_weighted_block_intersection
DICKINSON - DICKINSON9,Dickinson,DICKINSON9,Dicksinon 9|PCT 09|Precinct 09|MILFORD COMM BLDG-EAST ROOM,161.999985,19059059019,0.320440180187,population_weighted_block_intersection
DICKINSON - DICKINSON9,Dickinson,DICKINSON9,Dicksinon 9|PCT 09|Precinct 09|MILFORD COMM BLDG-EAST ROOM,161.999985,19059059021,0.000409431140,population_weighted_block_intersection
CLAY - LAFR,Clay,LAFR,Lake/Freeman|DICKENS COMM CENTER,592.999998,19041041004,0.328836425982,population_weighted_block_intersection
CLAY - LAFR,Clay,LAFR,Lake/Freeman|DICKENS COMM CENTER,592.999998,19041041005,0.363318425923,population_weighted_block_intersection
CLAY - LAFR,Clay,LAFR,Lake/Freeman|DICKENS COMM CENTER,592.999998,19041041006,0.307845148094,population_weighted_block_intersection
CLAY - SRSM,Clay,SRSM,Summit/Riverton/Sioux/Meadow|CLAY CO REG EVENTS CENTER 6,1414.999998,19041041002,0.348968401141,population_weighted_block_intersection
CLAY - SRSM,Clay,SRSM,Summit/Riverton/Sioux/Meadow|CLAY CO REG EVENTS CENTER 6,1414.999998,19041041003,0.217642526309,population_weighted_block_intersection
CLAY - SRSM,Clay,SRSM,Summit/Riverton/Sioux/Meadow|CLAY CO REG EVENTS CENTER 6,1414.999998,19041041004,0.000000025753,population_weighted_block_intersection
CLAY - SRSM,Clay,SRSM,Summit/Riverton/Sioux/Meadow|CLAY CO REG EVENTS CENTER 6,1414.999998,19041041007,0.236943077474,population_weighted_block_intersection
CLAY - SRSM,Clay,SRSM,Summit/Riverton/Sioux/Meadow|CLAY CO REG EVENTS CENTER 6,1414.999998,19041041008,0.189069050098,population_weighted_block_intersection
CLAY - SRSM,Clay,SRSM,Summit/Riverton/Sioux/Meadow|CLAY CO REG EVENTS CENTER 6,1414.999998,19041041009,0.007376919224,population_weighted_block_intersection
CLAY - WFLT,Clay,WFLT,Waterford/Lone Tree|HAP KETELSEN COMM CNTR-EVERLY,991.999970,19041041001,0.201612883521,population_weighted_block_intersection
CLAY - WFLT,Clay,WFLT,Waterford/Lone Tree|HAP KETELSEN COMM CNTR-EVERLY,991.999970,19041041010,0.212167897946,population_weighted_block_intersection
CLAY - WFLT,Clay,WFLT,Waterford/Lone Tree|HAP KETELSEN COMM CNTR-EVERLY,991.999970,19041041011,0.586219215832,population_weighted_block_intersection
CLAY - WFLT,Clay,WFLT,Waterford/Lone Tree|HAP KETELSEN COMM CNTR-EVERLY,991.999970,19141141007,0.000000002701,population_weighted_block_intersection
CLAY - LGGG,Clay,LGGG,Logan/Gillett Grove|GILLETT GROVE CITY HALL,465.000000,19041041005,0.000000032180,population_weighted_block_intersection
CLAY - LGGG,Clay,LGGG,Logan/Gillett Grove|GILLETT GROVE CITY HALL,465.000000,19041041007,0.000000154766,population_weighted_block_intersection
CLAY - LGGG,Clay,LGGG,Logan/Gillett Grove|GILLETT GROVE CITY HALL,465.000000,19041041013,0.000000180986,population_weighted_block_intersection
CLAY - LGGG,Clay,LGGG,Logan/Gillett Grove|GILLETT GROVE CITY HALL,465.000000,19041041014,0.614190754233,population_weighted_block_intersection
CLAY - LGGG,Clay,LGGG,Logan/Gillett Grove|GILLETT GROVE CITY HALL,465.000000,19041041015,0.291299862877,population_weighted_block_intersection
CLAY - LGGG,Clay,LGGG,Logan/Gillett Grove|GILLETT GROVE CITY HALL,465.000000,19041041016,0.094509014958,population_weighted_block_intersection
CLAY - LNCL,Clay,LNCL,Lincoln/Clay|ROYAL COMMUNITY CENTER,862.000000,19041041012,0.700696055684,population_weighted_block_intersection
CLAY - LNCL,Clay,LNCL,Lincoln/Clay|ROYAL COMMUNITY CENTER,862.000000,19041041013,0.299303944315,population_weighted_block_intersection
CLAY - DGPE,Clay,DGPE,Douglas/Peterson|PETERSON COMMUNITY CTR,649.000130,19021021001,0.000000200400,population_weighted_block_intersection
CLAY - DGPE,Clay,DGPE,Douglas/Peterson|PETERSON COMMUNITY CTR,649.000130,19021021002,0.000000000049,population_weighted_block_intersection
CLAY - DGPE,Clay,DGPE,Douglas/Peterson|PETERSON COMMUNITY CTR,649.000130,19041041018,0.000000000001,population_weighted_block_intersection
CLAY - DGPE,Clay,DGPE,Douglas/Peterson|PETERSON COMMUNITY CTR,649.000130,19041041019,0.258859717892,population_weighted_block_intersection
CLAY - DGPE,Clay,DGPE,Douglas/Peterson|PETERSON COMMUNITY CTR,649.000130,19041041020,0.741140081656,population_weighted_block_intersection
CLAY - GFHD,Clay,GFHD,Garfield/Herland|Garfield/Herdland|WEBB COMMUNITY CENTER,418.999964,19041041017,0.622911748190,population_weighted_block_intersection
CLAY - GFHD,Clay,GFHD,Garfield/Herland|Garfield/Herdland|WEBB COMMUNITY CENTER,418.999964,19041041018,0.377088246460,population_weighted_block_intersection
CLAY - GFHD,Clay,GFHD,Garfield/Herland|Garfield/Herdland|WEBB COMMUNITY CENTER,418.999964,19041041019,0.000000005350,population_weighted_block_intersection
CLAY - SPENCER1,Clay,SPENCER1,Spencer 1|SP1|Spencer Ward 1|CLAY CO REG  EVENTS CENTER 1,2250.000000,19041041003,0.000766198599,population_weighted_block_intersection
CLAY - SPENCER1,Clay,SPENCER1,Spencer 1|SP1|Spencer Ward 1|CLAY CO REG  EVENTS CENTER 1,2250.000000,19041041007,0.008104885445,population_weighted_block_intersection
CLAY - SPENCER1,Clay,SPENCER1,Spencer 1|SP1|Spencer Ward 1|CLAY CO REG  EVENTS CENTER 1,2250.000000,19041041008,0.008207353062,population_weighted_block_intersection
CLAY - SPENCER1,Clay,SPENCER1,Spencer 1|SP1|Spencer Ward 1|CLAY CO REG  EVENTS CENTER 1,2250.000000,19041041009,0.982921562894,population_weighted_block_intersection
CLAY - SPENCER2,Clay,SPENCER2,Spencer 2|SP2|Spencer Ward 2|CLAY CO REG EVENTS CENTER 2,2251.000000,19041041003,0.000766198599,population_weighted_block_intersection
CLAY - SPENCER2,Clay,SPENCER2,Spencer 2|SP2|Spencer Ward 2|CLAY CO REG EVENTS CENTER 2,2251.000000,19041041007,0.008104885445,population_weighted_block_intersection
CLAY - SPENCER2,Clay,SPENCER2,Spencer 2|SP2|Spencer Ward 2|CLAY CO REG EVENTS CENTER 2,2251.000000,19041041008,0.008207353062,population_weighted_block_intersection
CLAY - SPENCER2,Clay,SPENCER2,Spencer 2|SP2|Spencer Ward 2|CLAY CO REG EVENTS CENTER 2,2251.000000,19041041009,0.982921562894,population_weighted_block_intersection
CLAY - SPENCER5,Clay,SPENCER5,Spencer 5|SP5|Spencer Ward 5|CLAY CO REG EVENTS CENTER 5,2262.000000,19041041003,0.000766198599,population_weighted_block_intersection
CLAY - SPENCER5,Clay,SPENCER5,Spencer 5|SP5|Spencer Ward 5|CLAY CO REG EVENTS CENTER 5,2262.000000,19041041007,0.008104885445,population_weighted_block_intersection
CLAY - SPENCER5,Clay,SPENCER5,Spencer 5|SP5|Spencer Ward 5|CLAY CO REG EVENTS CENTER 5,2262.000000,19041041008,0.008207353062,population_weighted_block_intersection
CLAY - SPENCER5,Clay,SPENCER5,Spencer 5|SP5|Spencer Ward 5|CLAY CO REG EVENTS CENTER 5,2262.000000,19041041009,0.982921562894,population_weighted_block_intersection
CLAY - SPENCER4,Clay,SPENCER4,Spencer 4|SP4|Spencer Ward 4|CLAY CO REG EVENTS CENTER 4,2230.000000,19041041003,0.000766198599,population_weighted_block_intersection
CLAY - SPENCER4,Clay,SPENCER4,Spencer 4|SP4|Spencer Ward 4|CLAY CO REG EVENTS CENTER 4,2230.000000,19041041007,0.008104885445,population_weighted_block_intersection
CLAY - SPENCER4,Clay,SPENCER4,Spencer 4|SP4|Spencer Ward 4|CLAY CO REG EVENTS CENTER 4,2230.000000,19041041008,0.008207353062,population_weighted_block_intersection
CLAY - SPENCER4,Clay,SPENCER4,Spencer 4|SP4|Spencer Ward 4|CLAY CO REG EVENTS CENTER 4,2230.000000,19041041009,0.982921562894,population_weighted_block_intersection
CLAY - SPENCER3,Clay,SPENCER3,Spencer 3|SP3|Spencer Ward 3|CLAY CO REG EVENTS CENTER 3,2240.000000,19041041003,0.000766198599,population_weighted_block_intersection
CLAY - SPENCER3,Clay,SPENCER3,Spencer 3|SP3|Spencer Ward 3|CLAY CO REG EVENTS CENTER 3,2240.000000,19041041007,0.008104885445,population_weighted_block_intersection
CLAY - SPENCER3,Clay,SPENCER3,Spencer 3|SP3|Spencer Ward 3|CLAY CO REG EVENTS CENTER 3,2240.000000,19041041008,0.008207353062,population_weighted_block_intersection
CLAY - SPENCER3,Clay,SPENCER3,Spencer 3|SP3|Spencer Ward 3|CLAY CO REG EVENTS CENTER 3,2240.000000,19041041009,0.982921562894,population_weighted_block_intersection
PALO ALTO - EMMETSBURG2,Palo Alto,EMMETSBURG2,Emmetsburg 2|EM2|Emmetsburg Ward 2|ELECTION CENTER-2,932.000000,19147147006,0.005951637359,population_weighted_block_intersection
PALO ALTO - EMMETSBURG2,Palo Alto,EMMETSBURG2,Emmetsburg 2|EM2|Emmetsburg Ward 2|ELECTION CENTER-2,932.000000,19147147007,0.002341469850,population_weighted_block_intersection
PALO ALTO - EMMETSBURG2,Palo Alto,EMMETSBURG2,Emmetsburg 2|EM2|Emmetsburg Ward 2|ELECTION CENTER-2,932.000000,19147147008,0.991706892791,population_weighted_block_intersection
PALO ALTO - EMMETSBURG1,Palo Alto,EMMETSBURG1,Emmetsburg 1|EM1|Emmetsburg Ward 1|ELECTION CENTER-1,947.000000,19147147006,0.005951637359,population_weighted_block_intersection
PALO ALTO - EMMETSBURG1,Palo Alto,EMMETSBURG1,Emmetsburg 1|EM1|Emmetsburg Ward 1|ELECTION CENTER-1,947.000000,19147147007,0.002341469850,population_weighted_block_intersection
PALO ALTO - EMMETSBURG1,Palo Alto,EMMETSBURG1,Emmetsburg 1|EM1|Emmetsburg Ward 1|ELECTION CENTER-1,947.000000,19147147008,0.991706892791,population_weighted_block_intersection
PALO ALTO - PALOALTO6,Palo Alto,PALOALTO6,Palo Alto 6|GR RV|GR.RV.LI.Pt. HL.WL|GRAETTINGER PUBLIC LIBRARY,1892.999998,19147147001,0.119915482469,population_weighted_block_intersection
PALO ALTO - PALOALTO6,Palo Alto,PALOALTO6,Palo Alto 6|GR RV|GR.RV.LI.Pt. HL.WL|GRAETTINGER PUBLIC LIBRARY,1892.999998,19147147002,0.458003169118,population_weighted_block_intersection
PALO ALTO - PALOALTO6,Palo Alto,PALOALTO6,Palo Alto 6|GR RV|GR.RV.LI.Pt. HL.WL|GRAETTINGER PUBLIC LIBRARY,1892.999998,19147147009,0.422081348413,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147007,0.000002173852,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147010,0.000000016427,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147011,0.075278201565,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147012,0.057127638877,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147014,0.095574745934,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147015,0.403090091068,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147016,0.073420176493,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147017,0.107840367894,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147018,0.139615312524,population_weighted_block_intersection
PALO ALTO - PALOALTO5,Palo Alto,PALOALTO5,Palo Alto 5|WB|WB.EL.RL.BO.GO.NV|WEST BEND PUBLIC LIBRARY,1872.998553,19147147019,0.048051275366,population_weighted_block_intersection
PALO ALTO - EMMETSBURG3,Palo Alto,EMMETSBURG3,Emmetsburg 3|EM3|EM Ward 3.SL.pt. HL.WL.EM|ELECTION CENTER-3,1882.000000,19147147001,0.000000004230,population_weighted_block_intersection
PALO ALTO - EMMETSBURG3,Palo Alto,EMMETSBURG3,Emmetsburg 3|EM3|EM Ward 3.SL.pt. HL.WL.EM|ELECTION CENTER-3,1882.000000,19147147002,0.108395323893,population_weighted_block_intersection
PALO ALTO - EMMETSBURG3,Palo Alto,EMMETSBURG3,Emmetsburg 3|EM3|EM Ward 3.SL.pt. HL.WL.EM|ELECTION CENTER-3,1882.000000,19147147006,0.003209836302,population_weighted_block_intersection
PALO ALTO - EMMETSBURG3,Palo Alto,EMMETSBURG3,Emmetsburg 3|EM3|EM Ward 3.SL.pt. HL.WL.EM|ELECTION CENTER-3,1882.000000,19147147007,0.086231556655,population_weighted_block_intersection
PALO ALTO - EMMETSBURG3,Palo Alto,EMMETSBURG3,Emmetsburg 3|EM3|EM Ward 3.SL.pt. HL.WL.EM|ELECTION CENTER-3,1882.000000,19147147008,0.534854929228,population_weighted_block_intersection
PALO ALTO - EMMETSBURG3,Palo Alto,EMMETSBURG3,Emmetsburg 3|EM3|EM Ward 3.SL.pt. HL.WL.EM|ELECTION CENTER-3,1882.000000,19147147009,0.105738599637,population_weighted_block_intersection
PALO ALTO - EMMETSBURG3,Palo Alto,EMMETSBURG3,Emmetsburg 3|EM3|EM Ward 3.SL.pt. HL.WL.EM|ELECTION CENTER-3,1882.000000,19147147010,0.161530267851,population_weighted_block_intersection
PALO ALTO - EMMETSBURG3,Palo Alto,EMMETSBURG3,Emmetsburg 3|EM3|EM Ward 3.SL.pt. HL.WL.EM|ELECTION CENTER-3,1882.000000,19147147011,0.000039482205,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19063063013,0.000000000010,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19147147003,0.051458895063,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19147147004,0.068435011828,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19147147005,0.125198931425,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19147147006,0.096517858269,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19147147007,0.021402543251,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19147147008,0.531407104709,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19147147009,0.000000002042,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19147147011,0.000009362100,population_weighted_block_intersection
PALO ALTO - EMMETSBURG4,Palo Alto,EMMETSBURG4,Emmetsburg 4|EM4|EM Ward 4 .FV.FF.FR.IN.VN.pt. EM|ELECTION CENTER-4,1884.999999,19147147013,0.105570291302,population_weighted_block_intersection
DICKINSON - DICKINSON1,Dickinson,DICKINSON1,Dickinson 1|PCT 01|Precinct 01|LAKE PARK COMMUNITY CENTER,1352.999999,19059059001,0.108173135238,population_weighted_block_intersection
DICKINSON - DICKINSON1,Dickinson,DICKINSON1,Dickinson 1|PCT 01|Precinct 01|LAKE PARK COMMUNITY CENTER,1352.999999,19059059002,0.775049333788,population_weighted_block_intersection
DICKINSON - DICKINSON1,Dickinson,DICKINSON1,Dickinson 1|PCT 01|Precinct 01|LAKE PARK COMMUNITY CENTER,1352.999999,19059059017,0.116777530973,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059003,0.313432700237,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059004,0.000000022056,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059009,0.000000000002,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059010,0.685804588064,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059011,0.000004062510,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059013,0.000508156942,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059014,0.000000000002,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059015,0.000250422129,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059016,0.000000037876,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059017,0.000000010177,population_weighted_block_intersection
DICKINSON - DICKINSON2,Dickinson,DICKINSON2,Dickinson 2|PCT 02|Precinct 02|MAHAN HALL-LAKESIDE LAB GROUNDS,804.000268,19059059021,0.000000000006,population_weighted_block_intersection
DICKINSON - DICKINSON3,Dickinson,DICKINSON3,Dickinson 3|PCT 03|Precinct 03|DC EXPO CENTER MEETING RM,1000.000015,19059059004,0.371248115548,population_weighted_block_intersection
DICKINSON - DICKINSON3,Dickinson,DICKINSON3,Dickinson 3|PCT 03|Precinct 03|DC EXPO CENTER MEETING RM,1000.000015,19059059005,0.439538514280,population_weighted_block_intersection
DICKINSON - DICKINSON3,Dickinson,DICKINSON3,Dickinson 3|PCT 03|Precinct 03|DC EXPO CENTER MEETING RM,1000.000015,19059059006,0.000000003822,population_weighted_block_intersection
DICKINSON - DICKINSON3,Dickinson,DICKINSON3,Dickinson 3|PCT 03|Precinct 03|DC EXPO CENTER MEETING RM,1000.000015,19059059009,0.000349320545,population_weighted_block_intersection
DICKINSON - DICKINSON3,Dickinson,DICKINSON3,Dickinson 3|PCT 03|Precinct 03|DC EXPO CENTER MEETING RM,1000.000015,19059059010,0.000002417655,population_weighted_block_intersection
DICKINSON - DICKINSON3,Dickinson,DICKINSON3,Dickinson 3|PCT 03|Precinct 03|DC EXPO CENTER MEETING RM,1000.000015,19059059011,0.188838903265,population_weighted_block_intersection
DICKINSON - DICKINSON3,Dickinson,DICKINSON3,Dickinson 3|PCT 03|Precinct 03|DC EXPO CENTER MEETING RM,1000.000015,19059059013,0.000022724885,population_weighted_block_intersection
DICKINSON - DICKINSON4,Dickinson,DICKINSON4,Dickinson 4|PCT 04|Precinct 04|SUPERIOR MUNICIPAL BUILDING,472.999995,19059059006,0.308526298832,population_weighted_block_intersection
DICKINSON - DICKINSON4,Dickinson,DICKINSON4,Dickinson 4|PCT 04|Precinct 04|SUPERIOR MUNICIPAL BUILDING,472.999995,19059059007,0.416377168745,population_weighted_block_intersection
DICKINSON - DICKINSON4,Dickinson,DICKINSON4,Dickinson 4|PCT 04|Precinct 04|SUPERIOR MUNICIPAL BUILDING,472.999995,19059059008,0.275096532422,population_weighted_block_intersection
DICKINSON - DICKINSON10,Dickinson,DICKINSON10,Dickinson 10|PCT 10|Precinct 10|WAHPETON CITY HALL,629.999725,19059059009,0.000074661867,population_weighted_block_intersection
DICKINSON - DICKINSON10,Dickinson,DICKINSON10,Dickinson 10|PCT 10|Precinct 10|WAHPETON CITY HALL,629.999725,19059059010,0.012720477407,population_weighted_block_intersection
DICKINSON - DICKINSON10,Dickinson,DICKINSON10,Dickinson 10|PCT 10|Precinct 10|WAHPETON CITY HALL,629.999725,19059059014,0.003079736276,population_weighted_block_intersection
DICKINSON - DICKINSON10,Dickinson,DICKINSON10,Dickinson 10|PCT 10|Precinct 10|WAHPETON CITY HALL,629.999725,19059059015,0.530366752092,population_weighted_block_intersection
DICKINSON - DICKINSON10,Dickinson,DICKINSON10,Dickinson 10|PCT 10|Precinct 10|WAHPETON CITY HALL,629.999725,19059059016,0.444839028775,population_weighted_block_intersection
DICKINSON - DICKINSON10,Dickinson,DICKINSON10,Dickinson 10|PCT 10|Precinct 10|WAHPETON CITY HALL,629.999725,19059059021,0.008919343582,population_weighted_block_intersection
DICKINSON - DICKINSON11,Dickinson,DICKINSON11,Dickinson 11|PCT 11|Precinct 11|OKOBOJI CITY HALL,932.000165,19059059004,0.000197666783,population_weighted_block_intersection
DICKINSON - DICKINSON11,Dickinson,DICKINSON11,Dickinson 11|PCT 11|Precinct 11|OKOBOJI CITY HALL,932.000165,19059059005,0.000266923728,population_weighted_block_intersection
DICKINSON - DICKINSON11,Dickinson,DICKINSON11,Dickinson 11|PCT 11|Precinct 11|OKOBOJI CITY HALL,932.000165,19059059009,0.337941073797,population_weighted_block_intersection
DICKINSON - DICKINSON11,Dickinson,DICKINSON11,Dickinson 11|PCT 11|Precinct 11|OKOBOJI CITY HALL,932.000165,19059059010,0.003498382825,population_weighted_block_intersection
DICKINSON - DICKINSON11,Dickinson,DICKINSON11,Dickinson 11|PCT 11|Precinct 11|OKOBOJI CITY HALL,932.000165,19059059011,0.163049188162,population_weighted_block_intersection
DICKINSON - DICKINSON11,Dickinson,DICKINSON11,Dickinson 11|PCT 11|Precinct 11|OKOBOJI CITY HALL,932.000165,19059059013,0.492054657949,population_weighted_block_intersection
DICKINSON - DICKINSON11,Dickinson,DICKINSON11,Dickinson 11|PCT 11|Precinct 11|OKOBOJI CITY HALL,932.000165,19059059014,0.002800688758,population_weighted_block_intersection
DICKINSON - DICKINSON11,Dickinson,DICKINSON11,Dickinson 11|PCT 11|Precinct 11|OKOBOJI CITY HALL,932.000165,19059059016,0.000191417954,population_weighted_block_intersection
DICKINSON - DICKINSON11,Dickinson,DICKINSON11,Dickinson 11|PCT 11|Precinct 11|OKOBOJI CITY HALL,932.000165,19059059021,0.000000000044,population_weighted_block_intersection
DICKINSON - DICKINSON13,Dickinson,DICKINSON13,Dickinson 13 - Spirit Lake North|PCT 13|Precinct 13|DC COMM BLDG-WEST ROOM,1489.000699,19059059004,0.001473803757,population_weighted_block_intersection
