source_precinct_id,source_county,source_precinct,source_precinct_aliases,target_vtd,share,method
FLOYD - SCOTT-UNION-PLEASANT GROVE,Floyd,Scott-Union-Pleasant Grove,SCOTT,19067067010,0.000000000199,population_weighted_block_intersection
FLOYD - SCOTT-UNION-PLEASANT GROVE,Floyd,Scott-Union-Pleasant Grove,SCOTT,19067067011,0.182445730114,population_weighted_block_intersection
FLOYD - SCOTT-UNION-PLEASANT GROVE,Floyd,Scott-Union-Pleasant Grove,SCOTT,19067067012,0.627123959927,population_weighted_block_intersection
FLOYD - SCOTT-UNION-PLEASANT GROVE,Floyd,Scott-Union-Pleasant Grove,SCOTT,19067067013,0.190335305262,population_weighted_block_intersection
FLOYD - SCOTT-UNION-PLEASANT GROVE,Floyd,Scott-Union-Pleasant Grove,SCOTT,19067067014,0.000000000211,population_weighted_block_intersection
FLOYD - SCOTT-UNION-PLEASANT GROVE,Floyd,Scott-Union-Pleasant Grove,SCOTT,19067067016,0.000094940250,population_weighted_block_intersection
FLOYD - ROCK GROVE-RUDD,Floyd,Rock Grove-Rudd,ROCKGROVE,19033033004,0.000000000039,population_weighted_block_intersection
FLOYD - ROCK GROVE-RUDD,Floyd,Rock Grove-Rudd,ROCKGROVE,19033033005,0.000000000030,population_weighted_block_intersection
FLOYD - ROCK GROVE-RUDD,Floyd,Rock Grove-Rudd,ROCKGROVE,19067067001,0.141924386860,population_weighted_block_intersection
FLOYD - ROCK GROVE-RUDD,Floyd,Rock Grove-Rudd,ROCKGROVE,19067067002,0.606778254996,population_weighted_block_intersection
FLOYD - ROCK GROVE-RUDD,Floyd,Rock Grove-Rudd,ROCKGROVE,19067067003,0.251297284877,population_weighted_block_intersection
FLOYD - ROCK GROVE-RUDD,Floyd,Rock Grove-Rudd,ROCKGROVE,19067067004,0.000000004984,population_weighted_block_intersection
FLOYD - ROCK GROVE-RUDD,Floyd,Rock Grove-Rudd,ROCKGROVE,19067067009,0.000000000097,population_weighted_block_intersection
FLOYD - ROCK GROVE-RUDD,Floyd,Rock Grove-Rudd,ROCKGROVE,19067067010,0.000000000148,population_weighted_block_intersection
FLOYD - ROCK GROVE-RUDD,Floyd,Rock Grove-Rudd,ROCKGROVE,19131131015,0.000000067970,population_weighted_block_intersection
FLOYD - CHARLES CITY 1,Floyd,Charles City 1,CHARLESCITY1,19067067006,0.000227964324,population_weighted_block_intersection
FLOYD - CHARLES CITY 1,Floyd,Charles City 1,CHARLESCITY1,19067067007,0.020283207536,population_weighted_block_intersection
FLOYD - CHARLES CITY 1,Floyd,Charles City 1,CHARLESCITY1,19067067008,0.979488828140,population_weighted_block_intersection
FLOYD - CHARLES CITY 2,Floyd,Charles City 2,CHARLESCITY2,19067067006,0.000227964325,population_weighted_block_intersection
FLOYD - CHARLES CITY 2,Floyd,Charles City 2,CHARLESCITY2,19067067007,0.020283205025,population_weighted_block_intersection
FLOYD - CHARLES CITY 2,Floyd,Charles City 2,CHARLESCITY2,19067067008,0.979488830650,population_weighted_block_intersection
FLOYD - CHARLES CITY 3,Floyd,Charles City 3,CHARLESCITY3,19067067006,0.000227964329,population_weighted_block_intersection
FLOYD - CHARLES CITY 3,Floyd,Charles City 3,CHARLESCITY3,19067067007,0.020283205161,population_weighted_block_intersection
FLOYD - CHARLES CITY 3,Floyd,Charles City 3,CHARLESCITY3,19067067008,0.979488830509,population_weighted_block_intersection
CERRO GORDO - FALLS/PLYMOUTH,Cerro Gordo,Falls/Plymouth,FALLS-PLY,19033033003,0.000000023014,population_weighted_block_intersection
CERRO GORDO - FALLS/PLYMOUTH,Cerro Gordo,Falls/Plymouth,FALLS-PLY,19033033004,0.999999909078,population_weighted_block_intersection
CERRO GORDO - FALLS/PLYMOUTH,Cerro Gordo,Falls/Plymouth,FALLS-PLY,19131131015,0.000000000078,population_weighted_block_intersection
CERRO GORDO - FALLS/PLYMOUTH,Cerro Gordo,Falls/Plymouth,FALLS-PLY,19195195016,0.000000067830,population_weighted_block_intersection
CERRO GORDO - FALLS-ROCK FALLS,Cerro Gordo,Falls-Rock Falls,FALLS-ROCK,19033033003,0.000000022969,population_weighted_block_intersection
CERRO GORDO - FALLS-ROCK FALLS,Cerro Gordo,Falls-Rock Falls,FALLS-ROCK,19033033004,0.999999973925,population_weighted_block_intersection
CERRO GORDO - FALLS-ROCK FALLS,Cerro Gordo,Falls-Rock Falls,FALLS-ROCK,19033033005,0.000000002931,population_weighted_block_intersection
CERRO GORDO - FALLS-ROCK FALLS,Cerro Gordo,Falls-Rock Falls,FALLS-ROCK,19033033026,0.000000000002,population_weighted_block_intersection
CERRO GORDO - FALLS-ROCK FALLS,Cerro Gordo,Falls-Rock Falls,FALLS-ROCK,19033033032,0.000000000002,population_weighted_block_intersection
CERRO GORDO - FALLS-ROCK FALLS,Cerro Gordo,Falls-Rock Falls,FALLS-ROCK,19067067001,0.000000000157,population_weighted_block_intersection
CERRO GORDO - FALLS-ROCK FALLS,Cerro Gordo,Falls-Rock Falls,FALLS-ROCK,19131131015,0.000000000013,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033004,0.000000000456,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033005,0.386608336113,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033007,0.000000012794,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033014,0.000000000277,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033015,0.316273490074,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033016,0.221002854699,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033017,0.075585511505,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033018,0.000000000180,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033026,0.000217980875,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033032,0.000311729949,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033034,0.000000000011,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19033033035,0.000000000002,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19067067001,0.000000000051,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19067067002,0.000000023985,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19067067010,0.000000008147,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19067067011,0.000000038390,population_weighted_block_intersection
CERRO GORDO - PORTLAND/OWEN/DOUGHERTY,Cerro Gordo,Portland/Owen/Dougherty,PORTLAND,19069069005,0.000000012490,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19017017001,0.000000000041,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19037037001,0.000000002500,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19037037008,0.000000000030,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19037037009,0.208105328570,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19037037011,0.664629263457,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19037037012,0.127265404545,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19037037013,0.000000000060,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19067067007,0.000000000210,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19067067014,0.000000000568,population_weighted_block_intersection
CHICKASAW - BRADFORD,Chickasaw,Bradford,BRADFORD,19067067015,0.000000000018,population_weighted_block_intersection
CHICKASAW - CHICKASAW,Chickasaw,Chickasaw,CHICKASAW,19037037001,0.000000019546,population_weighted_block_intersection
CHICKASAW - CHICKASAW,Chickasaw,Chickasaw,CHICKASAW,19037037008,0.000000001600,population_weighted_block_intersection
CHICKASAW - CHICKASAW,Chickasaw,Chickasaw,CHICKASAW,19037037010,0.000000000002,population_weighted_block_intersection
CHICKASAW - CHICKASAW,Chickasaw,Chickasaw,CHICKASAW,19037037012,0.999999978852,population_weighted_block_intersection
CHICKASAW - DAYTON-RICHLAND,Chickasaw,Dayton-Richland,DAY-RICH,19017017002,0.000000001263,population_weighted_block_intersection
CHICKASAW - DAYTON-RICHLAND,Chickasaw,Dayton-Richland,DAY-RICH,19037037002,0.000000001914,population_weighted_block_intersection
CHICKASAW - DAYTON-RICHLAND,Chickasaw,Dayton-Richland,DAY-RICH,19037037007,0.000012452809,population_weighted_block_intersection
CHICKASAW - DAYTON-RICHLAND,Chickasaw,Dayton-Richland,DAY-RICH,19037037008,0.567806095738,population_weighted_block_intersection
CHICKASAW - DAYTON-RICHLAND,Chickasaw,Dayton-Richland,DAY-RICH,19037037009,0.000000000133,population_weighted_block_intersection
CHICKASAW - DAYTON-RICHLAND,Chickasaw,Dayton-Richland,DAY-RICH,19037037010,0.000587656118,population_weighted_block_intersection
CHICKASAW - DAYTON-RICHLAND,Chickasaw,Dayton-Richland,DAY-RICH,19037037012,0.000000000223,population_weighted_block_intersection
CHICKASAW - DAYTON-RICHLAND,Chickasaw,Dayton-Richland,DAY-RICH,19037037013,0.431593791558,population_weighted_block_intersection
CHICKASAW - DAYTON-RICHLAND,Chickasaw,Dayton-Richland,DAY-RICH,19037037014,0.000000000242,population_weighted_block_intersection
CHICKASAW - DEERFIELD-WASHINGTON,Chickasaw,Deerfield-Washington,DEER-WASH,19037037001,0.526486481870,population_weighted_block_intersection
CHICKASAW - DEERFIELD-WASHINGTON,Chickasaw,Deerfield-Washington,DEER-WASH,19037037002,0.473513516910,population_weighted_block_intersection
CHICKASAW - DEERFIELD-WASHINGTON,Chickasaw,Deerfield-Washington,DEER-WASH,19037037003,0.000000000103,population_weighted_block_intersection
CHICKASAW - DEERFIELD-WASHINGTON,Chickasaw,Deerfield-Washington,DEER-WASH,19037037008,0.000000000293,population_weighted_block_intersection
CHICKASAW - DEERFIELD-WASHINGTON,Chickasaw,Deerfield-Washington,DEER-WASH,19037037012,0.000000000279,population_weighted_block_intersection
CHICKASAW - DEERFIELD-WASHINGTON,Chickasaw,Deerfield-Washington,DEER-WASH,19067067006,0.000000000244,population_weighted_block_intersection
CHICKASAW - DEERFIELD-WASHINGTON,Chickasaw,Deerfield-Washington,DEER-WASH,19089089010,0.000000000301,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19017017003,0.000000000102,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19017017004,0.000000000069,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19017017005,0.000000000313,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19037037006,0.000000000182,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19037037007,0.000000024924,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19037037010,0.000000000002,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19037037013,0.000222829853,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19037037014,0.220945299705,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19037037015,0.229584644233,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19037037016,0.549247200446,population_weighted_block_intersection
CHICKASAW - DRESDEN-FREDERICKSBURG,Chickasaw,Dresden-Fredericksburg,DRES-FRED,19065065010,0.000000000172,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON,Chickasaw,New Hampton,NEWHAMP,19037037002,0.000000000066,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON,Chickasaw,New Hampton,NEWHAMP,19037037003,0.168128626423,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON,Chickasaw,New Hampton,NEWHAMP,19037037004,0.000000000025,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON,Chickasaw,New Hampton,NEWHAMP,19037037006,0.000000000433,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON,Chickasaw,New Hampton,NEWHAMP,19037037007,0.826224264959,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON,Chickasaw,New Hampton,NEWHAMP,19037037008,0.000000001039,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON,Chickasaw,New Hampton,NEWHAMP,19037037010,0.005647106731,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON,Chickasaw,New Hampton,NEWHAMP,19037037014,0.000000000322,population_weighted_block_intersection
CHICKASAW - STAPLETON,Chickasaw,Stapleton,STAPLETON,19037037003,0.000000033059,population_weighted_block_intersection
CHICKASAW - STAPLETON,Chickasaw,Stapleton,STAPLETON,19037037004,0.136255891252,population_weighted_block_intersection
CHICKASAW - STAPLETON,Chickasaw,Stapleton,STAPLETON,19037037006,0.863744031714,population_weighted_block_intersection
CHICKASAW - STAPLETON,Chickasaw,Stapleton,STAPLETON,19037037007,0.000000043323,population_weighted_block_intersection
CHICKASAW - STAPLETON,Chickasaw,Stapleton,STAPLETON,19037037010,0.000000000001,population_weighted_block_intersection
CHICKASAW - STAPLETON,Chickasaw,Stapleton,STAPLETON,19037037015,0.000000000338,population_weighted_block_intersection
CHICKASAW - STAPLETON,Chickasaw,Stapleton,STAPLETON,19065065001,0.000000000298,population_weighted_block_intersection
CHICKASAW - STAPLETON,Chickasaw,Stapleton,STAPLETON,19191191018,0.000000000014,population_weighted_block_intersection
CHICKASAW - WASHINGTON,Chickasaw,Washington,WASHINGTON,19037037001,0.000000000072,population_weighted_block_intersection
CHICKASAW - WASHINGTON,Chickasaw,Washington,WASHINGTON,19037037002,0.999999998927,population_weighted_block_intersection
CHICKASAW - WASHINGTON,Chickasaw,Washington,WASHINGTON,19037037003,0.000000000385,population_weighted_block_intersection
CHICKASAW - WASHINGTON,Chickasaw,Washington,WASHINGTON,19089089011,0.000000000615,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 4,Chickasaw,New Hampton 4,NH4,19037037007,0.014682603738,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 4,Chickasaw,New Hampton 4,NH4,19037037008,0.011072902995,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 4,Chickasaw,New Hampton 4,NH4,19037037010,0.974244493266,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 2,Chickasaw,New Hampton 2,NH2,19037037007,0.014682602077,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 2,Chickasaw,New Hampton 2,NH2,19037037008,0.011072904612,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 2,Chickasaw,New Hampton 2,NH2,19037037010,0.974244493311,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 1,Chickasaw,New Hampton 1,NH1,19037037007,0.014682603226,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 1,Chickasaw,New Hampton 1,NH1,19037037008,0.011072903001,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 1,Chickasaw,New Hampton 1,NH1,19037037010,0.974244493773,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 3,Chickasaw,New Hampton 3,NH3,19037037007,0.014682603669,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 3,Chickasaw,New Hampton 3,NH3,19037037008,0.011072903085,population_weighted_block_intersection
CHICKASAW - NEW HAMPTON 3,Chickasaw,New Hampton 3,NH3,19037037010,0.974244493246,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 2,Cerro Gordo,Mason City ward 1 precinct 2,MCW1P2,19033033003,0.028688104862,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 2,Cerro Gordo,Mason City ward 1 precinct 2,MCW1P2,19033033005,0.000000000122,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 2,Cerro Gordo,Mason City ward 1 precinct 2,MCW1P2,19033033024,0.000000463752,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 2,Cerro Gordo,Mason City ward 1 precinct 2,MCW1P2,19033033025,0.971311379331,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 2,Cerro Gordo,Mason City ward 1 precinct 2,MCW1P2,19033033026,0.000000051932,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 3,Cerro Gordo,Mason City ward 1 precinct 3,MCW1P3,19033033003,0.000186487075,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 3,Cerro Gordo,Mason City ward 1 precinct 3,MCW1P3,19033033005,0.002336709096,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 3,Cerro Gordo,Mason City ward 1 precinct 3,MCW1P3,19033033007,0.000000000005,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 3,Cerro Gordo,Mason City ward 1 precinct 3,MCW1P3,19033033024,0.000000006571,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 3,Cerro Gordo,Mason City ward 1 precinct 3,MCW1P3,19033033025,0.000000009459,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 3,Cerro Gordo,Mason City ward 1 precinct 3,MCW1P3,19033033026,0.997476760713,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 3,Cerro Gordo,Mason City ward 1 precinct 3,MCW1P3,19033033030,0.000000011787,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 1 PRECINCT 3,Cerro Gordo,Mason City ward 1 precinct 3,MCW1P3,19033033032,0.000000015294,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 1,Cerro Gordo,Mason City ward 2 precinct 1,MCW2P1,19033033003,0.000000000036,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 1,Cerro Gordo,Mason City ward 2 precinct 1,MCW2P1,19033033008,0.000000000005,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 1,Cerro Gordo,Mason City ward 2 precinct 1,MCW2P1,19033033024,0.001789138270,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 1,Cerro Gordo,Mason City ward 2 precinct 1,MCW2P1,19033033027,0.970657268680,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 1,Cerro Gordo,Mason City ward 2 precinct 1,MCW2P1,19033033028,0.010571456112,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 1,Cerro Gordo,Mason City ward 2 precinct 1,MCW2P1,19033033029,0.016286700381,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 1,Cerro Gordo,Mason City ward 2 precinct 1,MCW2P1,19033033030,0.000006744114,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 1,Cerro Gordo,Mason City ward 2 precinct 1,MCW2P1,19033033031,0.000000000005,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 1,Cerro Gordo,Mason City ward 2 precinct 1,MCW2P1,19033033033,0.000688692396,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 2,Cerro Gordo,Mason City ward 2 precinct 2,MCW2P2,19033033003,0.000551658076,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 2,Cerro Gordo,Mason City ward 2 precinct 2,MCW2P2,19033033008,0.003341866128,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 2,Cerro Gordo,Mason City ward 2 precinct 2,MCW2P2,19033033028,0.996106458928,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 2,Cerro Gordo,Mason City ward 2 precinct 2,MCW2P2,19033033029,0.000000010837,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 2,Cerro Gordo,Mason City ward 2 precinct 2,MCW2P2,19033033031,0.000000000014,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 2,Cerro Gordo,Mason City ward 2 precinct 2,MCW2P2,19033033033,0.000000005953,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 2,Cerro Gordo,Mason City ward 2 precinct 2,MCW2P2,19033033034,0.000000000002,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 2,Cerro Gordo,Mason City ward 2 precinct 2,MCW2P2,19033033035,0.000000000061,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 3,Cerro Gordo,Mason City ward 2 precinct 3,MCW2P3,19033033003,0.000528697377,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 3,Cerro Gordo,Mason City ward 2 precinct 3,MCW2P3,19033033008,0.000000000008,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 3,Cerro Gordo,Mason City ward 2 precinct 3,MCW2P3,19033033024,0.000000748141,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 3,Cerro Gordo,Mason City ward 2 precinct 3,MCW2P3,19033033027,0.000000007703,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 3,Cerro Gordo,Mason City ward 2 precinct 3,MCW2P3,19033033028,0.000009933933,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 3,Cerro Gordo,Mason City ward 2 precinct 3,MCW2P3,19033033029,0.999460612832,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 2 PRECINCT 3,Cerro Gordo,Mason City ward 2 precinct 3,MCW2P3,19033033033,0.000000000005,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033003,0.000000000051,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033005,0.000000000021,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033007,0.000000000030,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033024,0.000000021996,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033026,0.000000008834,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033028,0.000000000148,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033030,0.999997230357,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033031,0.000000008635,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033032,0.000000003475,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033033,0.000002726451,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 1,Cerro Gordo,Mason City ward 3 precinct 1,MCW3P1,19033033034,0.000000000002,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 2,Cerro Gordo,Mason City ward 3 precinct 2,MCW3P2,19033033007,0.003361998342,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 2,Cerro Gordo,Mason City ward 3 precinct 2,MCW3P2,19033033028,0.000000000467,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 2,Cerro Gordo,Mason City ward 3 precinct 2,MCW3P2,19033033030,0.000000001459,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 2,Cerro Gordo,Mason City ward 3 precinct 2,MCW3P2,19033033031,0.996335792210,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 2,Cerro Gordo,Mason City ward 3 precinct 2,MCW3P2,19033033032,0.000000082332,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 2,Cerro Gordo,Mason City ward 3 precinct 2,MCW3P2,19033033033,0.000238582143,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 2,Cerro Gordo,Mason City ward 3 precinct 2,MCW3P2,19033033034,0.000063543047,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 3,Cerro Gordo,Mason City ward 3 precinct 3,MCW3P3,19033033005,0.000002893338,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 3,Cerro Gordo,Mason City ward 3 precinct 3,MCW3P3,19033033007,0.000295313238,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 3,Cerro Gordo,Mason City ward 3 precinct 3,MCW3P3,19033033026,0.000000003592,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 3,Cerro Gordo,Mason City ward 3 precinct 3,MCW3P3,19033033030,0.000000010617,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 3,Cerro Gordo,Mason City ward 3 precinct 3,MCW3P3,19033033031,0.000000218372,population_weighted_block_intersection
CERRO GORDO - MASON CITY WARD 3 PRECINCT 3,Cerro Gordo,Mason City ward 3 precinct 3,MCW3P3,19033033032,0.999701560840,population_weighted_block_intersection
