year,county,office,district,candidate,party,votes
2014,ADAMS,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,20.000000
2014,ADAMS,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,11.000000
2014,ADAMS,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,32.000000
2014,ADAMS,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,1230.000000
2014,ADAMS,GOVERNOR,,WRITE IN,,0.000000
2014,ADAMS,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,1232.000000
2014,ADAMS,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,59.000000
2014,ADAMS,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,351.000000
2014,ADAMS,SECRETARY OF AGRICULTURE,,WRITE IN,,2.000000
2014,ADAMS,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,665.000000
2014,ADAMS,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,58.000000
2014,ADAMS,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,831.000000
2014,ADAMS,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,45.000000
2014,ADAMS,SECRETARY OF STATE,,WRITE IN,,2.000000
2014,ADAMS,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,52.000000
2014,ADAMS,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,862.000000
2014,ADAMS,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,716.000000
2014,ADAMS,TREASURER OF STATE,,WRITE IN,,1.000000
2014,ADAMS,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,4.000000
2014,ADAMS,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,494.000000
2014,ADAMS,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,14.000000
2014,ADAMS,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,1111.000000
2014,ADAMS,U S SENATE,,RICK STEWART,INDEPENDENT,48.000000
2014,ADAMS,U S SENATE,,RUTH SMITH,,16.000000
2014,ADAMS,U S SENATE,,WRITE IN,,0.000000
2014,ALLAMAKEE,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,2354.000000
2014,ALLAMAKEE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,2715.000000
2014,ALLAMAKEE,ATTORNEY GENERAL,,WRITE IN,,4.000000
2014,ALLAMAKEE,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,1825.000000
2014,ALLAMAKEE,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,3035.000000
2014,ALLAMAKEE,AUDITOR OF STATE,,WRITE IN,,5.000000
2014,ALLAMAKEE,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,1725.000000
2014,ALLAMAKEE,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,49.000000
2014,ALLAMAKEE,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,43.000000
2014,ALLAMAKEE,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,57.000000
2014,ALLAMAKEE,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,3393.000000
2014,ALLAMAKEE,GOVERNOR,,WRITE IN,,1.000000
2014,ALLAMAKEE,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,3393.000000
2014,ALLAMAKEE,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,205.000000
2014,ALLAMAKEE,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,1449.000000
2014,ALLAMAKEE,SECRETARY OF AGRICULTURE,,WRITE IN,,2.000000
2014,ALLAMAKEE,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,2217.000000
2014,ALLAMAKEE,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,139.000000
2014,ALLAMAKEE,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,2591.000000
2014,ALLAMAKEE,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,87.000000
2014,ALLAMAKEE,SECRETARY OF STATE,,WRITE IN,,2.000000
2014,ALLAMAKEE,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,178.000000
2014,ALLAMAKEE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,2524.000000
2014,ALLAMAKEE,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,2303.000000
2014,ALLAMAKEE,TREASURER OF STATE,,WRITE IN,,2.000000
2014,ALLAMAKEE,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,42.000000
2014,ALLAMAKEE,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,2177.000000
2014,ALLAMAKEE,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,37.000000
2014,ALLAMAKEE,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,2762.000000
2014,ALLAMAKEE,U S SENATE,,RICK STEWART,INDEPENDENT,176.000000
2014,ALLAMAKEE,U S SENATE,,RUTH SMITH,,37.000000
2014,ALLAMAKEE,U S SENATE,,WRITE IN,,4.000000
2014,APPANOOSE,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,1897.000000
2014,APPANOOSE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,2445.000000
2014,APPANOOSE,ATTORNEY GENERAL,,WRITE IN,,3.000000
2014,APPANOOSE,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,1736.000000
2014,APPANOOSE,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,2445.000000
2014,APPANOOSE,AUDITOR OF STATE,,WRITE IN,,6.000000
2014,APPANOOSE,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,1350.000000
2014,APPANOOSE,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,43.000000
2014,APPANOOSE,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,50.000000
2014,APPANOOSE,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,104.000000
2014,APPANOOSE,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,2882.000000
2014,APPANOOSE,GOVERNOR,,WRITE IN,,1.000000
2014,APPANOOSE,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,2856.000000
2014,APPANOOSE,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,153.000000
2014,APPANOOSE,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,1257.000000
2014,APPANOOSE,SECRETARY OF AGRICULTURE,,WRITE IN,,3.000000
2014,APPANOOSE,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,1872.000000
2014,APPANOOSE,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,143.000000
2014,APPANOOSE,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,2176.000000
2014,APPANOOSE,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,74.000000
2014,APPANOOSE,SECRETARY OF STATE,,WRITE IN,,2.000000
2014,APPANOOSE,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,141.000000
2014,APPANOOSE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,2175.000000
2014,APPANOOSE,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,1967.000000
2014,APPANOOSE,TREASURER OF STATE,,WRITE IN,,2.000000
2014,APPANOOSE,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,19.000000
2014,APPANOOSE,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,1595.000000
2014,APPANOOSE,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,35.000000
2014,APPANOOSE,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,2531.000000
2014,APPANOOSE,U S SENATE,,RICK STEWART,INDEPENDENT,169.000000
2014,APPANOOSE,U S SENATE,,RUTH SMITH,,36.000000
2014,APPANOOSE,U S SENATE,,WRITE IN,,3.000000
2014,AUDUBON,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,1047.000000
2014,AUDUBON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,1278.000000
2014,AUDUBON,ATTORNEY GENERAL,,WRITE IN,,1.000000
2014,AUDUBON,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,760.000000
2014,AUDUBON,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,1366.000000
2014,AUDUBON,AUDITOR OF STATE,,WRITE IN,,1.000000
2014,AUDUBON,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,706.000000
2014,AUDUBON,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,24.000000
2014,AUDUBON,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,17.000000
2014,AUDUBON,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,40.000000
2014,AUDUBON,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,1654.000000
2014,AUDUBON,GOVERNOR,,WRITE IN,,1.000000
2014,AUDUBON,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,1697.000000
2014,AUDUBON,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,76.000000
2014,AUDUBON,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,510.000000
2014,AUDUBON,SECRETARY OF AGRICULTURE,,WRITE IN,,2.000000
2014,AUDUBON,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,942.000000
2014,AUDUBON,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,63.000000
2014,AUDUBON,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,1162.000000
2014,AUDUBON,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,48.000000
2014,AUDUBON,SECRETARY OF STATE,,WRITE IN,,0.000000
2014,AUDUBON,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,58.000000
2014,AUDUBON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,1163.000000
2014,AUDUBON,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,1043.000000
2014,AUDUBON,TREASURER OF STATE,,WRITE IN,,1.000000
2014,AUDUBON,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,12.000000
2014,AUDUBON,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,851.000000
2014,AUDUBON,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,10.000000
2014,AUDUBON,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,1461.000000
2014,AUDUBON,U S SENATE,,RICK STEWART,INDEPENDENT,75.000000
2014,AUDUBON,U S SENATE,,RUTH SMITH,,12.000000
2014,AUDUBON,U S SENATE,,WRITE IN,,2.000000
2014,BENTON,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,4642.000000
2014,BENTON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,5394.000000
2014,BENTON,ATTORNEY GENERAL,,WRITE IN,,6.000000
2014,BENTON,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,3658.000000
2014,BENTON,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,6026.000000
2014,BENTON,AUDITOR OF STATE,,WRITE IN,,9.000000
2014,BENTON,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,3514.000000
2014,BENTON,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,84.000000
2014,BENTON,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,83.000000
2014,BENTON,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,220.000000
2014,BENTON,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,6382.000000
2014,BENTON,GOVERNOR,,WRITE IN,,2.000000
2014,BENTON,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,6814.000000
2014,BENTON,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,356.000000
2014,BENTON,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,2746.000000
2014,BENTON,SECRETARY OF AGRICULTURE,,WRITE IN,,5.000000
2014,BENTON,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,4359.000000
2014,BENTON,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,256.000000
2014,BENTON,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,5309.000000
2014,BENTON,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,147.000000
2014,BENTON,SECRETARY OF STATE,,WRITE IN,,2.000000
2014,BENTON,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,358.000000
2014,BENTON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,5065.000000
2014,BENTON,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,4403.000000
2014,BENTON,TREASURER OF STATE,,WRITE IN,,3.000000
2014,BENTON,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,36.000000
2014,BENTON,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,3933.000000
2014,BENTON,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,55.000000
2014,BENTON,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,5883.000000
2014,BENTON,U S SENATE,,RICK STEWART,INDEPENDENT,269.000000
2014,BENTON,U S SENATE,,RUTH SMITH,,52.000000
2014,BENTON,U S SENATE,,WRITE IN,,9.000000
2014,BLACK HAWK,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,16715.000000
2014,BLACK HAWK,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,28679.000000
2014,BLACK HAWK,ATTORNEY GENERAL,,WRITE IN,,31.000000
2014,BLACK HAWK,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,22391.000000
2014,BLACK HAWK,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,21274.000000
2014,BLACK HAWK,AUDITOR OF STATE,,WRITE IN,,41.000000
2014,BLACK HAWK,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,21506.000000
2014,BLACK HAWK,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,344.000000
2014,BLACK HAWK,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,354.000000
2014,BLACK HAWK,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,675.000000
2014,BLACK HAWK,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,23633.000000
2014,BLACK HAWK,GOVERNOR,,WRITE IN,,34.000000
2014,BLACK HAWK,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,25363.000000
2014,BLACK HAWK,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,1163.000000
2014,BLACK HAWK,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,18280.000000
2014,BLACK HAWK,SECRETARY OF AGRICULTURE,,WRITE IN,,31.000000
2014,BLACK HAWK,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,24162.000000
2014,BLACK HAWK,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,1319.000000
2014,BLACK HAWK,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,19110.000000
2014,BLACK HAWK,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,558.000000
2014,BLACK HAWK,SECRETARY OF STATE,,WRITE IN,,19.000000
2014,BLACK HAWK,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,1727.000000
2014,BLACK HAWK,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,26306.000000
2014,BLACK HAWK,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,17061.000000
2014,BLACK HAWK,TREASURER OF STATE,,WRITE IN,,20.000000
2014,BLACK HAWK,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,149.000000
2014,BLACK HAWK,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,24311.000000
2014,BLACK HAWK,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,298.000000
2014,BLACK HAWK,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,21007.000000
2014,BLACK HAWK,U S SENATE,,RICK STEWART,INDEPENDENT,813.000000
2014,BLACK HAWK,U S SENATE,,RUTH SMITH,,137.000000
2014,BLACK HAWK,U S SENATE,,WRITE IN,,31.000000
2014,BOONE,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,4090.000000
2014,BOONE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,6261.000000
2014,BOONE,ATTORNEY GENERAL,,WRITE IN,,5.000000
2014,BOONE,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,4446.000000
2014,BOONE,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,5530.000000
2014,BOONE,AUDITOR OF STATE,,WRITE IN,,6.000000
2014,BOONE,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,4171.000000
2014,BOONE,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,99.000000
2014,BOONE,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,99.000000
2014,BOONE,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,262.000000
2014,BOONE,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,5922.000000
2014,BOONE,GOVERNOR,,WRITE IN,,16.000000
2014,BOONE,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,6562.000000
2014,BOONE,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,321.000000
2014,BOONE,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,3376.000000
2014,BOONE,SECRETARY OF AGRICULTURE,,WRITE IN,,2.000000
2014,BOONE,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,5045.000000
2014,BOONE,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,347.000000
2014,BOONE,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,4684.000000
2014,BOONE,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,173.000000
2014,BOONE,SECRETARY OF STATE,,WRITE IN,,4.000000
2014,BOONE,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,343.000000
2014,BOONE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,5691.000000
2014,BOONE,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,4242.000000
2014,BOONE,TREASURER OF STATE,,WRITE IN,,3.000000
2014,BOONE,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,44.000000
2014,BOONE,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,4430.000000
2014,BOONE,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,79.000000
2014,BOONE,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,5639.000000
2014,BOONE,U S SENATE,,RICK STEWART,INDEPENDENT,287.000000
2014,BOONE,U S SENATE,,RUTH SMITH,,56.000000
2014,BOONE,U S SENATE,,WRITE IN,,7.000000
2014,BREMER,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,4350.000000
2014,BREMER,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,5418.000000
2014,BREMER,ATTORNEY GENERAL,,WRITE IN,,7.000000
2014,BREMER,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,3753.000000
2014,BREMER,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,5650.000000
2014,BREMER,AUDITOR OF STATE,,WRITE IN,,5.000000
2014,BREMER,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,3661.000000
2014,BREMER,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,85.000000
2014,BREMER,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,50.000000
2014,BREMER,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,163.000000
2014,BREMER,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,6083.000000
2014,BREMER,GOVERNOR,,WRITE IN,,3.000000
2014,BREMER,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,6659.000000
2014,BREMER,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,349.000000
2014,BREMER,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,2710.000000
2014,BREMER,SECRETARY OF AGRICULTURE,,WRITE IN,,2.000000
2014,BREMER,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,4391.000000
2014,BREMER,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,276.000000
2014,BREMER,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,4977.000000
2014,BREMER,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,124.000000
2014,BREMER,SECRETARY OF STATE,,WRITE IN,,2.000000
2014,BREMER,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,624.000000
2014,BREMER,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,4759.000000
2014,BREMER,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,4279.000000
2014,BREMER,TREASURER OF STATE,,WRITE IN,,2.000000
