office,district,candidate,party,county,votes,absentee,election_day
State House,21,Spencer A Waugh,,Warren,5093,2979,2114
State House,21,Brooke Boden,,Warren,6506,2862,3644
State House,21,Write-in,,Warren,14,4,10
State House,22,Rory D. Taylor,,Warren,8134,3429,4705
State House,22,Samantha Fett,,Warren,11861,3796,8065
State House,22,Write-in,,Warren,30,4,26
State House,23,Karen Varley,,Adair,982,471,511
State House,23,Ray Bubba Sorensen,,Adair,3027,1064,1963
State House,23,Write-in,,Adair,2,0,2
State House,23,Karen Varley,,Clarke,131,45,86
State House,23,Ray Bubba Sorensen,,Clarke,561,119,442
State House,23,Write-in,,Clarke,4,2,2
State House,23,Karen Varley,,Dallas,871,355,516
State House,23,Ray Bubba Sorensen,,Dallas,1968,526,1442
State House,23,Write-in,,Dallas,3,0,3
State House,23,Karen Varley,,Madison,2802,1431,1371
State House,23,Ray Bubba Sorensen,,Madison,6680,2566,4114
State House,23,Write-in,,Madison,25,5,20
State House,23,Karen Varley,,Union,153,88,65
State House,23,Ray Bubba Sorensen,,Union,601,217,384
State House,23,Write-in,,Union,2,0,2
State House,24,Sonya Hicks,,Appanoose,94,45,49
State House,24,Sam Wengryn,,Appanoose,309,114,195
State House,24,Write-in,,Appanoose,1,1,0
State House,24,Sonya Hicks,,Clarke,1636,813,823
State House,24,Sam Wengryn,,Clarke,1984,753,1231
State House,24,Write-in,,Clarke,13,2,11
State House,24,Sonya Hicks,,Decatur,1078,416,662
State House,24,Sam Wengryn,,Decatur,2465,891,1574
State House,24,Write-in,,Decatur,15,2,13
State House,24,Sonya Hicks,,Lucas,1236,648,588
State House,24,Sam Wengryn,,Lucas,3071,1333,1738
State House,24,Write-in,,Lucas,0,0,0
State House,24,Sonya Hicks,,Wayne,829,362,467
State House,24,Sam Wengryn,,Wayne,2072,807,1265
State House,24,Write-in,,Wayne,6,1,5
State House,25,Brenda Curran,,Wapello,4321,2299,2022
State House,25,Hans Wilz,,Wapello,7972,3044,4928
State House,25,Write-in,,Wapello,12,8,4
State House,26,Darcie Whitlow,,Appanoose,1504,757,747
State House,26,Austin Harris,,Appanoose,3866,1486,2380
State House,26,Donald Gier,,Appanoose,381,111,270
State House,26,Write-in,,Appanoose,14,6,8
State House,26,Darcie Whitlow,,Davis,832,474,358
State House,26,Austin Harris,,Davis,2845,1114,1731
State House,26,Donald Gier,,Davis,75,24,51
State House,26,Write-in,,Davis,10,2,8
State House,26,Darcie Whitlow,,Monroe,948,522,426
State House,26,Austin Harris,,Monroe,2779,1240,1539
State House,26,Donald Gier,,Monroe,124,47,77
State House,26,Write-in,,Monroe,7,3,4
State House,26,Darcie Whitlow,,Wapello,374,160,214
State House,26,Austin Harris,,Wapello,1353,317,1036
State House,26,Donald Gier,,Wapello,54,12,42
State House,26,Write-in,,Wapello,1,0,1
State House,27,Kenan Judge,,Dallas,11886,5669,6217
State House,27,Oliver Bardwell,,Dallas,9429,3623,5806
State House,27,Write-in,,Dallas,18,6,12
State House,28,Laura Snider,,Dallas,9095,4371,4724
State House,28,David Young,,Dallas,10381,4066,6315
State House,28,Write-in,,Dallas,27,3,24
State House,29,Brian Meyer,,Polk,7948,2436,5512
State House,29,Write-in,,Polk,355,70,285
State House,30,Megan L. Srinivas,,Polk,7515,2577,4938
State House,30,Jerry Cheevers,,Polk,4477,1020,3457
State House,30,Write-in,,Polk,53,6,47
State House,31,Mary Lee Madison,,Dallas,695,240,455
State House,31,Write-in,,Dallas,38,8,30
State House,31,Mary Lee Madison,,Polk,11770,4763,7007
State House,31,Write-in,,Polk,475,137,338
State House,32,Jennifer Konfrst,,Polk,11837,4583,7254
State House,32,Write-in,,Polk,500,124,376
State House,33,Ruth Ann Gaines,,Polk,7058,2413,4645
State House,33,Toya S. Johnson,,Polk,2181,443,1738
State House,33,Write-in,,Polk,156,29,127
State House,34,Rob Johnson,,Polk,7783,2782,5001
State House,34,Danielle Duggan,,Polk,2345,530,1815
State House,34,Write-in,,Polk,52,18,34
State House,35,Sean Bagniewski,,Polk,10574,4506,6068
State House,35,Angela Kay Schreader,,Polk,4503,1207,3296
State House,35,David G. Green,,Polk,802,150,652
State House,35,Write-in,,Polk,45,13,32
State House,36,Austin Baeth,,Polk,13031,5648,7383
State House,36,Write-in,,Polk,315,89,226
State House,37,Barb Kniff McCulla,,Jasper,2710,738,1972
State House,37,Write-in,,Jasper,44,12,32
State House,37,Barb Kniff McCulla,,Mahaska,1660,629,1031
State House,37,Write-in,,Mahaska,17,6,11
State House,37,Barb Kniff McCulla,,Marion,10585,3179,7406
State House,37,Write-in,,Marion,197,63,134
State House,38,Brad Magg,,Jasper,7164,3471,3693
State House,38,Jon Dunwell,,Jasper,9035,3332,5703
State House,38,Write-in,,Jasper,8,3,5
State House,39,Rick L. Olson,,Polk,7511,2679,4832
State House,39,Troy Clark,,Polk,6217,1414,4803
State House,39,Write-in,,Polk,35,5,30
State House,40,Heather Sievers,,Polk,8402,3395,5007
State House,40,Bill Gustoff,,Polk,8720,2393,6327
State House,40,Write-in,,Polk,24,1,23
State House,41,Molly Buck,,Polk,10569,4487,6082
State House,41,Ryan Weldon,,Polk,10707,3136,7571
State House,41,Write-in,,Polk,33,4,29
State House,42,Heather Matson,,Polk,9108,4199,4909
State House,42,Heather Stephenson,,Polk,8959,2567,6392
State House,42,Write-in,,Polk,27,8,19
State House,43,Tiara Mays-Sims,,Polk,8959,4538,4421
State House,43,Eddie Andrews,,Polk,9598,3428,6170
State House,43,Brett Harvey Nelson,,Polk,280,73,207
State House,43,Write-in,,Polk,23,3,20
State House,44,Larry McBurney,,Polk,9769,4413,5356
State House,44,Jake Heard,,Polk,5313,1530,3783
State House,44,Write-in,,Polk,122,27,95
State House,45,Anthony William Thompson,,Polk,6998,2036,4962
State House,45,Brian K. Lohse,,Polk,12827,2303,10524
State House,45,Write-in,,Polk,40,8,32
State House,46,Lynne Campbell,,Dallas,4741,2307,2434
State House,46,Dan Gehlbach,,Dallas,6232,2281,3951
State House,46,Write-in,,Dallas,7,1,6
State House,46,Lynne Campbell,,Polk,4093,1383,2710
State House,46,Dan Gehlbach,,Polk,4636,1027,3609
State House,46,Write-in,,Polk,13,3,10
State House,47,Joe Shelly,,Dallas,2267,800,1467
State House,47,Carter Nordman,,Dallas,2827,707,2120
State House,47,Write-in,,Dallas,11,2,9
State House,47,Joe Shelly,,Greene,1413,814,599
State House,47,Carter Nordman,,Greene,2855,1242,1613
State House,47,Write-in,,Greene,5,2,3
State House,47,Joe Shelly,,Guthrie,1890,874,1016
State House,47,Carter Nordman,,Guthrie,4274,1515,2759
State House,47,Write-in,,Guthrie,9,3,6
State House,48,Penny Vossler,,Boone,5531,2920,2611
State House,48,Chad Behn,,Boone,9126,3746,5380
State House,48,Write-in,,Boone,26,6,20
State House,48,Penny Vossler,,Story,1491,625,866
State House,48,Chad Behn,,Story,1528,354,1174
State House,48,Write-in,,Story,3,0,3
State House,49,Beth Wessel-Kroeschell,,Story,7500,3068,4432
State House,49,Eric Cooper,,Story,2639,619,2020
State House,49,Write-in,,Story,92,9,83
State House,50,Ross Wilburn,,Story,11802,5081,6721
State House,50,Write-in,,Story,363,91,272
State House,51,Ryan Condon,,Marshall,1307,512,795
State House,51,Brett Barker,,Marshall,3100,939,2161
State House,51,Write-in,,Marshall,5,1,4
State House,51,Ryan Condon,,Story,5412,2433,2979
State House,51,Brett Barker,,Story,8175,2395,5780
State House,51,Write-in,,Story,26,5,21
State House,52,Sue Cahill,,Marshall,5869,3261,2608
State House,52,David Blom,,Marshall,6437,3305,3132
State House,52,Write-in,,Marshall,10,4,6
State House,53,Tommy Hexter,,Poweshiek,4193,2128,2065
State House,53,Dean Fisher,,Poweshiek,5311,1832,3479
State House,53,Write-in,,Poweshiek,16,0,16
State House,53,Tommy Hexter,,Tama,2552,724,1828
State House,53,Dean Fisher,,Tama,3578,896,2682
State House,53,Write-in,,Tama,8,2,6
State House,54,Joshua Meggers,,Black Hawk,1328,448,880
State House,54,Write-in,,Black Hawk,22,13,9
State House,54,Joshua Meggers,,Grundy,5767,1793,3974
State House,54,Write-in,,Grundy,87,23,64
State House,54,Joshua Meggers,,Hardin,6340,2102,4238
State House,54,Write-in,,Hardin,102,35,67
State House,55,Shannon Latham,,Franklin,4051,1355,2696
State House,55,Write-in,,Franklin,66,20,46
State House,55,Shannon Latham,,Hamilton,5874,2352,3522
State House,55,Write-in,,Hamilton,92,38,54
State House,55,Shannon Latham,,Story,2567,694,1873
State House,55,Write-in,,Story,62,20,42
State House,55,Shannon Latham,,Wright,511,181,330
State House,55,Write-in,,Wright,8,3,5
State House,56,Kyle Kruse,,Hancock,1445,593,852
State House,56,Mark I. Thompson,,Hancock,4154,1172,2982
State House,56,Write-in,,Hancock,9,0,9
State House,56,Kyle Kruse,,Humboldt,1145,551,594
State House,56,Mark I. Thompson,,Humboldt,3597,1357,2240
State House,56,Write-in,,Humboldt,4,2,2
State House,56,Kyle Kruse,,Wright,1286,522,764
State House,56,Mark I. Thompson,,Wright,3416,1224,2192
State House,56,Write-in,,Wright,10,2,8
State House,57,Shawn Ellerbroek,,Bremer,4657,2249,2408
State House,57,Pat Grassley,,Bremer,5467,2131,3336
State House,57,Write-in,,Bremer,8,4,4
State House,57,Shawn Ellerbroek,,Butler,2523,876,1647
State House,57,Pat Grassley,,Butler,5402,1673,3729
State House,57,Write-in,,Butler,10,3,7
State House,58,Gail Allison,,Bremer,1339,479,860
State House,58,Charley Thomson,,Bremer,2776,722,2054
State House,58,Write-in,,Bremer,2,0,2
State House,58,Gail Allison,,Chickasaw,2089,1215,874
State House,58,Charley Thomson,,Chickasaw,3731,1706,2025
State House,58,Write-in,,Chickasaw,9,3,6
State House,58,Gail Allison,,Floyd,2354,1215,1139
State House,58,Charley Thomson,,Floyd,3553,1322,2231
State House,58,Write-in,,Floyd,10,2,8
State House,59,Jeremy True,,Cerro Gordo,7698,3870,3828
State House,59,Christian Hermanson,,Cerro Gordo,8069,3152,4917
State House,59,Write-in,,Cerro Gordo,15,3,12
State House,60,Jane E. Bloomingdale,,Cerro Gordo,4803,1649,3154
State House,60,Write-in,,Cerro Gordo,92,40,52
State House,60,Jane E. Bloomingdale,,Floyd,1227,205,1022
State House,60,Write-in,,Floyd,11,2,9
State House,60,Jane E. Bloomingdale,,Mitchell,4856,1794,3062
State House,60,Write-in,,Mitchell,48,23,25
State House,60,Jane E. Bloomingdale,,Worth,3573,831,2742
State House,60,Write-in,,Worth,89,23,66
State House,61,Timi Brown-Powers,,Black Hawk,9230,4184,5046
State House,61,Write-in,,Black Hawk,215,68,147
State House,62,Jerome Amos Jr,,Black Hawk,7135,3191,3944
State House,62,Ervin Sabic,,Black Hawk,2273,729,1544
State House,62,Write-in,,Black Hawk,67,23,44
State House,63,Michael R. Bergan,,Fayette,1125,362,763
State House,63,Write-in,,Fayette,42,22,20
State House,63,Kayla Koether,,Fayette,0,,
State House,63,Michael R. Bergan,,Howard,3965,1294,2671
State House,63,Write-in,,Howard,61,28,33
State House,63,Kayla Koether,,Howard,0,,
State House,63,Michael R. Bergan,,Winneshiek,8476,4703,3773
State House,63,Write-in,,Winneshiek,185,117,68
State House,63,Kayla Koether,,Winneshiek,984,839,145
State House,64,Jason Gearhart,,Allamakee,4575,1932,2643
State House,64,Ian Zahren,,Allamakee,2245,1107,1138
State House,64,Write-in,,Allamakee,20,7,13
State House,64,Jason Gearhart,,Clayton,5903,1629,4274
State House,64,Ian Zahren,,Clayton,2780,948,1832
State House,64,Write-in,,Clayton,24,7,17
State House,64,Jason Gearhart,,Dubuque,346,79,267
State House,64,Ian Zahren,,Dubuque,89,37,52
State House,64,Write-in,,Dubuque,1,0,1
State House,65,Carolyn Wiezorek,,Dubuque,6623,3441,3182
State House,65,Shannon Lundgren,,Dubuque,11934,4493,7441
State House,65,Write-in,,Dubuque,20,1,19
State House,66,Andy McKean,,Jackson,2590,960,1630
State House,66,Steven P Bradley,,Jackson,3859,1112,2747
State House,66,Write-in,,Jackson,4,2,2
State House,66,Andy McKean,,Jones,5080,2515,2565
State House,66,Steven P Bradley,,Jones,5682,2211,3471
State House,66,Write-in,,Jones,9,4,5
State House,67,Craig Johnson,,Buchanan,5105,1760,3345
State House,67,Write-in,,Buchanan,188,76,112
State House,67,Craig Johnson,,Delaware,8045,2492,5553
State House,67,Write-in,,Delaware,60,19,41
State House,67,Craig Johnson,,Dubuque,1028,263,765
State House,67,Write-in,,Dubuque,17,2,15
State House,68,Tim O'Brien,,Black Hawk,1087,482,605
State House,68,Chad Ingels,,Black Hawk,2155,611,1544
State House,68,Write-in,,Black Hawk,2,0,2
State House,68,Tim O'Brien,,Buchanan,1286,541,745
State House,68,Chad Ingels,,Buchanan,2628,763,1865
State House,68,Write-in,,Buchanan,3,1,2
State House,68,Tim O'Brien,,Fayette,2664,1079,1585
State House,68,Chad Ingels,,Fayette,5572,1508,4064
State House,68,Write-in,,Fayette,9,3,6
State House,69,Randy Meier,,Clinton,6454,4182,2272
State House,69,Tom Determann,,Clinton,8568,3995,4573
State House,69,Write-in,,Clinton,9,4,5
State House,70,Kay Pence,,Clinton,2992,1327,1665
State House,70,Norlin Mommsen,,Clinton,5172,1361,3811
State House,70,Write-in,,Clinton,14,5,9
State House,70,Kay Pence,,Jackson,1703,927,776
State House,70,Norlin Mommsen,,Jackson,2018,864,1154
State House,70,Write-in,,Jackson,6,2,4
State House,70,Kay Pence,,Scott,2013,994,1019
State House,70,Norlin Mommsen,,Scott,3471,1082,2389
State House,70,Write-in,,Scott,2,1,1
State House,71,Lindsay James,,Dubuque,7971,4472,3499
State House,71,James W. McClain,,Dubuque,6220,2610,3610
State House,71,Write-in,,Dubuque,21,4,17
State House,72,Charles Isenhart,,Dubuque,7513,4321,3192
State House,72,Jennifer J. Smith,,Dubuque,8575,3560,5015
State House,72,Write-in,,Dubuque,26,3,23
State House,73,Elizabeth Wilson,,Linn,12213,5685,6528
State House,73,Write-in,,Linn,574,206,368
State House,74,Eric Gjerde,,Linn,11368,5261,6107
State House,74,Write-in,,Linn,427,138,289
State House,75,Bob Kressig,,Black Hawk,11529,4602,6927
State House,75,Write-in,,Black Hawk,271,83,188
State House,76,Jarred Johnston,,Benton,120,45,75
State House,76,Derek Wulf,,Benton,445,115,330
State House,76,Write-in,,Benton,1,0,1
State House,76,Jarred Johnston,,Black Hawk,5986,2784,3202
State House,76,Derek Wulf,,Black Hawk,8313,2782,5531
State House,76,Write-in,,Black Hawk,16,7,9
State House,76,Jarred Johnston,,Tama,656,184,472
State House,76,Derek Wulf,,Tama,1589,337,1252
State House,76,Write-in,,Tama,2,0,2
State House,77,Jeff Cooling,,Linn,9523,4144,5379
State House,77,Write-in,,Linn,330,115,215
State House,78,Sami Scheetz,,Linn,10803,5352,5451
State House,78,Write-in,,Linn,365,136,229
State House,79,Tracy Ehlert,,Linn,9222,4575,4647
State House,79,Barclay Woerner,,Linn,5947,2114,3833
State House,79,Write-in,,Linn,19,6,13
State House,80,Aime J. Wichtendahl,,Linn,9070,4547,4523
State House,80,John Thompson,,Linn,8242,3180,5062
State House,80,Write-in,,Linn,17,3,14
State House,81,Daniel Gosa,,Scott,9806,4979,4827
State House,81,Write-in,,Scott,576,215,361
State House,82,Phil Wiese,,Cedar,3924,1964,1960
State House,82,Bobby Kaufmann,,Cedar,6443,2475,3968
State House,82,Write-in,,Cedar,5,1,4
State House,82,Phil Wiese,,Muscatine,1508,598,910
State House,82,Bobby Kaufmann,,Muscatine,1611,459,1152
State House,82,Write-in,,Muscatine,2,1,1
State House,82,Phil Wiese,,Scott,1284,459,825
State House,82,Bobby Kaufmann,,Scott,2258,588,1670
State House,82,Write-in,,Scott,2,1,1
State House,83,Kent McNally,,Linn,7947,3063,4884
State House,83,Cindy Golding,,Linn,11321,2953,8368
State House,83,Write-in,,Linn,14,4,10
State House,84,Thomas Gerhold,,Benton,9126,2385,6741
State House,84,Ashley Meredith,,Benton,3192,878,2314
State House,84,Write-in,,Benton,63,17,46
State House,84,Thomas Gerhold,,Linn,2546,664,1882
State House,84,Ashley Meredith,,Linn,1058,358,700
State House,84,Write-in,,Linn,36,15,21
State House,85,Amy Nielsen,,Johnson,13794,7195,6599
State House,85,Write-in,,Johnson,326,98,228
State House,86,Dave Jacoby,,Johnson,12544,7903,4641
State House,86,Stephen Knoner,,Johnson,3934,1836,2098
State House,86,Write-in,,Johnson,26,17,9
State House,87,Thomas O'Donnell,,Henry,1417,991,426
State House,87,Jeff Shipley,,Henry,2920,1784,1136
State House,87,Curtis Oliver,,Henry,130,65,65
State House,87,Write-in,,Henry,11,4,7
State House,87,Thomas O'Donnell,,Jefferson,3292,2522,770
State House,87,Jeff Shipley,,Jefferson,2776,1344,1432
State House,87,Curtis Oliver,,Jefferson,189,89,100
State House,87,Write-in,,Jefferson,12,6,6
State House,87,Thomas O'Donnell,,Van Buren,946,357,589
State House,87,Jeff Shipley,,Van Buren,2525,748,1777
State House,87,Curtis Oliver,,Van Buren,67,14,53
State House,87,Write-in,,Van Buren,2,1,1
State House,88,Helena Hayes,,Jefferson,1416,424,992
State House,88,Write-in,,Jefferson,19,9,10
State House,88,Helena Hayes,,Keokuk,3851,1127,2724
State House,88,Write-in,,Keokuk,47,19,28
State House,88,Helena Hayes,,Mahaska,6924,2767,4157
State House,88,Write-in,,Mahaska,218,100,118
State House,89,Elinor A. Levin,,Johnson,11945,7300,4645
State House,89,Write-in,,Johnson,155,67,88
State House,90,Adam Zabner,,Johnson,14477,8787,5690
State House,90,Write-in,,Johnson,219,85,134
State House,91,Jay Gorsh,,Iowa,3820,1763,2057
State House,91,Judd Lawler,,Iowa,5423,1931,3492
State House,91,Write-in,,Iowa,7,1,6
State House,91,Jay Gorsh,,Johnson,4942,2327,2615
State House,91,Judd Lawler,,Johnson,5223,1569,3654
State House,91,Write-in,,Johnson,9,1,8
State House,92,Anna Banowsky,,Johnson,2225,1199,1026
State House,92,Heather Hora,,Johnson,2075,646,1429
State House,92,Write-in,,Johnson,9,4,5
State House,92,Anna Banowsky,,Washington,3848,2154,1694
State House,92,Heather Hora,,Washington,7315,3290,4025
State House,92,Write-in,,Washington,17,4,13
State House,93,Mindy Smith-Pace,,Scott,7681,4667,3014
State House,93,Gary Mohr,,Scott,11630,5488,6142
State House,93,Write-in,,Scott,24,14,10
State House,94,Tracy J. Jones,,Scott,7465,4497,2968
State House,94,Mike Vondran,,Scott,10151,4882,5269
State House,94,Write-in,,Scott,27,8,19
State House,95,Jeff Poulter,,Des Moines,1365,747,618
State House,95,Taylor Collins,,Des Moines,3204,1202,2002
State House,95,Write-in,,Des Moines,14,2,12
State House,95,Jeff Poulter,,Henry,1182,645,537
State House,95,Taylor Collins,,Henry,3095,1333,1762
State House,95,Write-in,,Henry,9,1,8
State House,95,Jeff Poulter,,Louisa,1342,680,662
State House,95,Taylor Collins,,Louisa,3449,1284,2165
State House,95,Write-in,,Louisa,9,4,5
State House,95,Jeff Poulter,,Muscatine,634,234,400
State House,95,Taylor Collins,,Muscatine,1536,350,1186
State House,95,Write-in,,Muscatine,2,1,1
State House,96,Mandy Moody,,Muscatine,5649,2792,2857
State House,96,Mark Cisneros,,Muscatine,8071,3068,5003
State House,96,Write-in,,Muscatine,19,9,10
State House,97,Ken Croken,,Scott,7753,3926,3827
State House,97,Josue Rodriguez,,Scott,5429,2078,3351
State House,97,Write-in,,Scott,17,5,12
State House,98,Monica Kurth,,Scott,6585,3255,3330
State House,98,Nathan Ramker,,Scott,6540,2273,4267
State House,98,Write-in,,Scott,29,8,21
State House,99,Jim Beres,,Des Moines,5884,3278,2606
State House,99,Matthew Rinker,,Des Moines,7033,3140,3893
State House,99,Write-in,,Des Moines,32,8,24
State House,99,Jim Beres,,Lee,278,176,102
State House,99,Matthew Rinker,,Lee,722,327,395
State House,99,Write-in,,Lee,6,0,6
State House,100,Martin L. Graber,,Lee,9466,3794,5672
State House,100,Nicolas Atwood,,Lee,4489,2483,2006
State House,100,Write-in,,Lee,46,26,20
Constitutional Amendment 1,,Yes,,Adair,3034,1156,1878
Constitutional Amendment 1,,No,,Adair,744,275,469
Constitutional Amendment 1,,Yes,,Adams,1575,699,876
Constitutional Amendment 1,,No,,Adams,446,216,230
Constitutional Amendment 1,,Yes,,Allamakee,5230,2327,2903
Constitutional Amendment 1,,No,,Allamakee,1257,565,692
Constitutional Amendment 1,,Yes,,Appanoose,4695,1921,2774
Constitutional Amendment 1,,No,,Appanoose,1122,443,679
Constitutional Amendment 1,,Yes,,Audubon,2168,931,1237
Constitutional Amendment 1,,No,,Audubon,497,193,304
Constitutional Amendment 1,,Yes,,Benton,10434,2904,7530
Constitutional Amendment 1,,No,,Benton,2687,736,1951
Constitutional Amendment 1,,Yes,,Black Hawk,43517,17781,25736
Constitutional Amendment 1,,No,,Black Hawk,12453,4702,7751
Constitutional Amendment 1,,Yes,,Boone,10458,4729,5729
Constitutional Amendment 1,,No,,Boone,3278,1462,1816
Constitutional Amendment 1,,Yes,,Bremer,10929,4222,6707
Constitutional Amendment 1,,No,,Bremer,2864,1133,1731
Constitutional Amendment 1,,Yes,,Buchanan,7875,2829,5046
Constitutional Amendment 1,,No,,Buchanan,2152,751,1401
Constitutional Amendment 1,,Yes,,Buena Vista,5212,2346,2866
Constitutional Amendment 1,,No,,Buena Vista,1128,501,627
Constitutional Amendment 1,,Yes,,Butler,5971,1933,4038
Constitutional Amendment 1,,No,,Butler,1376,405,971
